#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Coverage,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date,Unit Location,Note 1,Source Name
93,OFFICE,Office,Texture drywall - light hand texture,33.00,Average,37.25,43.58,0.00,1.17,Building,0.21,$52.55,150.00,Age/Condition,9.59,Yes,42.96,Yes,No,DRY,TEX,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
94,OFFICE,Office,Apply anti-microbial agent to more than the ceiling,5.00,Average,107.33,35.42,0.00,0.33,Building,0.38,$42.96,0.00,Age/Condition,0.00,Yes,42.96,Yes,No,WTR,GRM,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
95,OFFICE,Office,Tear out and bag wet insulation,5.00,Average,82.50,82.50,0.00,1.00,Building,0.46,$99.56,0.00,Age/Condition,0.00,Yes,99.56,Yes,No,WTR,INS,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
96,OFFICE,Office,"Blown-in insulation - 10"" depth - R26",33.00,Average,82.50,103.13,0.00,1.25,Building,5.31,$130.12,150.00,Age/Condition,22.69,Yes,107.43,Yes,No,INS,BI10,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
97,OFFICE,Office,Fluorescent - one tube - 2' - fixture w/lens,5.00,Average,1.00,120.37,0.00,120.37,Building,2.63,$147.60,20.00,Age/Condition,24.72,Yes,122.88,Yes,No,LIT,FL1-2+,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
98,OFFICE,Office,Heat/AC register - Mechanically attached,33.00,Average,1.00,29.62,0.00,29.62,Building,0.63,$36.31,25.00,Age/Condition,12.88,Yes,23.43,Yes,No,HVC,REG,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
99,OFFICE,Office,Clean stud wall - Heavy,5.00,Average,24.83,34.02,0.00,1.37,Building,0.04,$40.86,0.00,Age/Condition,0.00,Yes,40.86,Yes,No,CLN,STD+,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
100,OFFICE,Office,Seal/prime then paint the ceiling (2 coats),5.00,Average,82.50,94.88,0.00,1.15,Building,1.33,$115.45,15.00,Age/Condition,31.63,Yes,83.82,Yes,No,PNT,SP,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
101,OFFICE,Office,Seal/prime then paint the walls twice (3 coats),5.00,Average,343.33,542.46,0.00,1.58,Building,8.89,$661.63,15.00,Age/Condition,180.82,Yes,480.81,Yes,No,PNT,SP2,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
102,OFFICE,Office,Seal & paint baseboard - two coats,5.00,Average,33.33,58.99,0.00,1.77,Building,0.30,$71.15,15.00,Age/Condition,19.66,Yes,51.49,Yes,No,PNT,B1SP,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
103,OFFICE,Office,"Mask and prep for paint - plastic, paper, tape (per LF)",5.00,Average,36.33,58.85,0.00,1.62,Building,0.69,$71.46,15.00,Age/Condition,19.62,Yes,51.84,Yes,No,PNT,MASKLF,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
104,OFFICE,Office,"Tear out wet non-salvageable carpet, cut & bag for disp.",5.00,Average,82.50,61.05,0.00,0.74,Building,0.46,$73.83,0.00,Age/Condition,0.00,Yes,73.83,Yes,No,WTR,FCC,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
105,OFFICE,Office,Glue down carpet - heavy traffic,5.00,Average,94.88,484.84,0.00,5.11,Building,28.89,$616.47,10.00,Age/Condition,242.42,Yes,374.05,Yes,No,FCC,GDC,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,15 % waste added for Carpet.,Price List Item
106,OFFICE,Office,Final cleaning - construction - Commercial,5.00,Average,82.50,21.45,0.00,0.26,Building,0.00,$25.75,0.00,Age/Condition,0.00,Yes,25.75,Yes,No,CLN,FINALC,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
107,OFFICE,Office,Content Manipulation charge - per hour,5.00,Average,8.00,420.00,0.00,52.50,Building,0.00,$504.00,0.00,Age/Condition,0.00,Yes,504.00,Yes,No,CON,LAB,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
108,BAR,Bar,Seal/prime then paint the ceiling (2 coats),5.00,Average,178.48,205.25,0.00,1.15,Building,2.87,$249.76,15.00,Age/Condition,68.42,Yes,181.34,Yes,No,PNT,SP,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
109,BAR,Bar,Seal/prime then paint the walls twice (3 coats),5.00,Average,432.97,684.09,0.00,1.58,Building,11.21,$834.36,15.00,Age/Condition,228.03,Yes,606.33,Yes,No,PNT,SP2,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
110,BAR,Bar,Seal & paint baseboard - two coats,5.00,Average,50.31,89.05,0.00,1.77,Building,0.46,$107.43,15.00,Age/Condition,29.68,Yes,77.75,Yes,No,PNT,B1SP,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
111,BAR,Bar,"Mask and prep for paint - plastic, paper, tape (per LF)",5.00,Average,53.31,86.36,0.00,1.62,Building,1.01,$104.85,15.00,Age/Condition,28.79,Yes,76.06,Yes,No,PNT,MASKLF,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
112,BAR,Bar,Floor protection - plastic and tape - 10 mil,5.00,Average,178.48,62.47,0.00,0.35,Building,1.50,$76.77,15.00,Age/Condition,20.82,Yes,55.95,Yes,No,PNT,MASKSF>,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
113,BAR,Bar,Final cleaning - construction - Commercial,5.00,Average,178.48,46.40,0.00,0.26,Building,0.00,$55.68,0.00,Age/Condition,0.00,Yes,55.68,Yes,No,CLN,FINALC,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
114,BAR,Bar,Content Manipulation charge - per hour,5.00,Average,3.00,157.50,0.00,52.50,Building,0.00,$189.00,0.00,Age/Condition,0.00,Yes,189.00,Yes,No,CON,LAB,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
115,KITCHEN2,Kitchen,"Tear out wet drywall, cleanup, bag for disposal",5.00,Average,64.00,78.72,0.00,1.23,Building,0.94,$95.58,0.00,Age/Condition,0.00,Yes,95.58,Yes,No,WTR,DRYW,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
116,KITCHEN2,Kitchen,"5/8"" drywall - hung, taped, ready for texture",33.00,Average,64.00,187.52,0.00,2.93,Building,3.14,$228.78,150.00,Age/Condition,41.25,Yes,187.53,Yes,No,DRY,5/8-,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
117,KITCHEN2,Kitchen,Scrape part of the ceiling & prep for paint,5.00,Average,265.39,204.35,0.00,0.77,Building,0.19,$245.46,15.00,Age/Condition,68.12,Yes,177.34,Yes,No,PNT,SCRP,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
118,KITCHEN2,Kitchen,Texture drywall - heavy hand texture,33.00,Average,329.39,563.26,0.00,1.71,Building,4.38,$681.18,150.00,Age/Condition,123.92,Yes,557.26,Yes,No,DRY,TEX+,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
119,KITCHEN2,Kitchen,Apply anti-microbial agent to the surface area,5.00,Average,64.00,21.12,0.00,0.33,Building,0.22,$25.60,0.00,Age/Condition,0.00,Yes,25.60,Yes,No,WTR,GRM,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
120,KITCHEN2,Kitchen,Tear out and bag wet insulation,5.00,Average,64.00,64.00,0.00,1.00,Building,0.36,$77.24,0.00,Age/Condition,0.00,Yes,77.24,Yes,No,WTR,INS,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
121,KITCHEN2,Kitchen,"Blown-in insulation - 10"" depth - R26",33.00,Average,64.00,80.00,0.00,1.25,Building,4.12,$100.94,150.00,Age/Condition,17.60,Yes,83.34,Yes,No,INS,BI10,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
122,KITCHEN2,Kitchen,Fluorescent - two tube - 4' - fixture w/lens,5.00,Average,2.00,285.70,0.00,142.85,Building,8.40,$352.92,20.00,Age/Condition,60.67,Yes,292.25,Yes,No,LIT,FL2-4+,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,Price List Item
123,KITCHEN2,Kitchen,Tear out trim,5.00,Average,8.00,5.04,0.00,0.63,Building,0.00,$6.04,0.00,Age/Condition,0.00,Yes,6.04,Yes,No,WTR,TRI,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
124,KITCHEN2,Kitchen,Attic entrance cover and trim,5.00,Average,1.00,113.38,0.00,113.38,Building,2.08,$138.56,150.00,Age/Condition,3.78,Yes,134.78,Yes,No,FNC,ATTIC,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,Price List Item
125,KITCHEN2,Kitchen,Seal/prime then paint the ceiling (2 coats),5.00,Average,329.39,378.80,0.00,1.15,Building,5.30,$460.92,15.00,Age/Condition,126.27,Yes,334.65,Yes,No,PNT,SP,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
126,KITCHEN2,Kitchen,Seal & paint paneling,5.00,Average,4.00,5.72,0.00,1.43,Building,0.07,$6.95,15.00,Age/Condition,1.91,Yes,5.04,Yes,No,PNT,PNL,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
127,KITCHEN2,Kitchen,Seal & paint trim - two coats,5.00,Average,8.00,13.60,0.00,1.70,Building,0.08,$16.42,15.00,Age/Condition,4.53,Yes,11.89,Yes,No,PNT,TRIM,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
128,KITCHEN2,Kitchen,"Mask and prep for paint - plastic, paper, tape (per LF)",5.00,Average,105.52,170.94,0.00,1.62,Building,1.99,$207.51,15.00,Age/Condition,56.98,Yes,150.53,Yes,No,PNT,MASKLF,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
129,KITCHEN2,Kitchen,Final cleaning - construction - Commercial,5.00,Average,329.33,85.63,0.00,0.26,Building,0.00,$102.75,0.00,Age/Condition,0.00,Yes,102.75,Yes,No,CLN,FINALC,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
130,KITCHEN2,Kitchen,Content Manipulation charge - per hour,5.00,Average,16.00,840.00,0.00,52.50,Building,0.00,"$1,008.00",0.00,Age/Condition,0.00,Yes,"1,008.00",Yes,No,CON,LAB,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
131,ENTRY,Entry,"Tear out wet drywall, cleanup, bag for disposal",5.00,Average,33.33,41.00,0.00,1.23,Building,0.49,$49.79,0.00,Age/Condition,0.00,Yes,49.79,Yes,No,WTR,DRYW,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
132,ENTRY,Entry,"Tear out wet drywall, cleanup, bag, per LF - up to 2' tall",5.00,Average,7.00,31.36,0.00,4.48,Building,0.20,$37.88,0.00,Age/Condition,0.00,Yes,37.88,Yes,No,WTR,DRYWLF,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
133,ENTRY,Entry,"Tear out wet drywall, cleanup, bag, per LF - up to 4' tall",5.00,Average,13.17,84.29,0.00,6.40,Building,0.76,$102.07,0.00,Age/Condition,0.00,Yes,102.07,Yes,No,WTR,DRYW4,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
134,ENTRY,Entry,"5/8"" - drywall per LF - up to 4' tall",33.00,Average,13.17,255.89,0.00,19.43,Building,2.71,$310.32,150.00,Age/Condition,56.30,Yes,254.02,Yes,No,DRY,LF>5/8,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
135,ENTRY,Entry,"5/8"" - drywall per LF - up to 2' tall",33.00,Average,7.00,95.27,0.00,13.61,Building,0.78,$115.27,150.00,Age/Condition,20.96,Yes,94.31,Yes,No,DRY,LF5/8,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
136,ENTRY,Entry,"5/8"" drywall - hung, taped, ready for texture",33.00,Average,33.30,97.57,0.00,2.93,Building,1.63,$119.04,150.00,Age/Condition,21.47,Yes,97.57,Yes,No,DRY,5/8-,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
137,ENTRY,Entry,Texture drywall - light hand texture,33.00,Average,100.00,117.00,0.00,1.17,Building,0.56,$141.08,150.00,Age/Condition,25.74,Yes,115.34,Yes,No,DRY,TEX,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
138,ENTRY,Entry,Apply anti-microbial agent to the surface area,5.00,Average,100.00,33.00,0.00,0.33,Building,0.35,$40.03,0.00,Age/Condition,0.00,Yes,40.03,Yes,No,WTR,GRM,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
139,ENTRY,Entry,Heat/AC register - Mechanically attached,0.00,Average,1.00,18.79,0.00,18.79,Building,0.00,$22.55,25.00,Age/Condition,0.00,Yes,22.55,Yes,No,HVC,REG,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
140,ENTRY,Entry,Tear out baseboard,5.00,Average,23.50,14.81,0.00,0.63,Building,0.00,$17.77,0.00,Age/Condition,0.00,Yes,17.77,Yes,No,WTR,BASE,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
141,ENTRY,Entry,"Baseboard - 4 1/4""",33.00,Average,23.50,126.20,0.00,5.37,Building,4.38,$156.70,150.00,Age/Condition,27.76,Yes,128.94,Yes,No,FNC,B4,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,Price List Item
142,ENTRY,Entry,Clean stud wall - Heavy,5.00,Average,100.00,137.00,0.00,1.37,Building,0.14,$164.56,0.00,Age/Condition,0.00,Yes,164.56,Yes,No,CLN,STD+,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
143,ENTRY,Entry,Seal/prime then paint the ceiling (2 coats),5.00,Average,142.56,163.94,0.00,1.15,Building,2.30,$199.48,15.00,Age/Condition,54.65,Yes,144.83,Yes,No,PNT,SP,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
144,ENTRY,Entry,Seal/prime then paint the walls twice (3 coats),5.00,Average,322.09,508.90,0.00,1.58,Building,8.34,$620.68,15.00,Age/Condition,169.63,Yes,451.05,Yes,No,PNT,SP2,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
145,ENTRY,Entry,Seal & paint baseboard - two coats,5.00,Average,29.83,52.80,0.00,1.77,Building,0.27,$63.69,15.00,Age/Condition,17.60,Yes,46.09,Yes,No,PNT,B1SP,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
146,ENTRY,Entry,"Mask and prep for paint - plastic, paper, tape (per LF)",5.00,Average,37.16,60.20,0.00,1.62,Building,0.70,$73.08,15.00,Age/Condition,20.07,Yes,53.01,Yes,No,PNT,MASKLF,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
147,ENTRY,Entry,Floor protection - plastic and tape - 10 mil,5.00,Average,142.56,49.90,0.00,0.35,Building,1.20,$61.32,15.00,Age/Condition,16.63,Yes,44.69,Yes,No,PNT,MASKSF>,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
148,ENTRY,Entry,Clean floor - tile - Heavy clean,5.00,Average,142.56,151.11,0.00,1.06,Building,0.60,$182.05,0.00,Age/Condition,0.00,Yes,182.05,Yes,No,CLN,FCT+,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
149,ENTRY,Entry,Grout sealer,5.00,Average,142.56,161.09,0.00,1.13,Building,1.60,$195.23,2.00,Age/Condition,80.55,Yes,114.68,Yes,No,FCT,SEALG,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
150,ENTRY,Entry,Final cleaning - construction - Commercial,5.00,Average,142.56,37.07,0.00,0.26,Building,0.00,$44.49,0.00,Age/Condition,0.00,Yes,44.49,Yes,No,CLN,FINALC,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
151,HALL2,Hall,"Tear out wet drywall, cleanup, bag, per LF - up to 4' tall",5.00,Average,22.42,143.49,0.00,6.40,Building,1.29,$173.74,0.00,Age/Condition,0.00,Yes,173.74,Yes,No,WTR,DRYW4,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
152,HALL2,Hall,"5/8"" - drywall per LF - up to 4' tall",33.00,Average,22.42,435.62,0.00,19.43,Building,4.61,$528.27,150.00,Age/Condition,95.84,Yes,432.43,Yes,No,DRY,LF>5/8,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
153,HALL2,Hall,Texture drywall - light hand texture,33.00,Average,112.08,131.13,0.00,1.17,Building,0.63,$158.10,150.00,Age/Condition,28.85,Yes,129.25,Yes,No,DRY,TEX,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
154,HALL2,Hall,Apply anti-microbial agent to the surface area,5.00,Average,89.67,29.59,0.00,0.33,Building,0.31,$35.88,0.00,Age/Condition,0.00,Yes,35.88,Yes,No,WTR,GRM,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
155,HALL2,Hall,Tear out baseboard,5.00,Average,22.42,14.12,0.00,0.63,Building,0.00,$16.94,0.00,Age/Condition,0.00,Yes,16.94,Yes,No,WTR,BASE,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
156,HALL2,Hall,"Baseboard - 4 1/4""",33.00,Average,22.42,120.40,0.00,5.37,Building,4.17,$149.49,150.00,Age/Condition,26.49,Yes,123.00,Yes,No,FNC,B4,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,Price List Item
157,HALL2,Hall,Clean stud wall - Heavy,5.00,Average,89.67,122.85,0.00,1.37,Building,0.13,$147.58,0.00,Age/Condition,0.00,Yes,147.58,Yes,No,CLN,STD+,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
158,HALL2,Hall,Seal/prime then paint the walls twice (3 coats),5.00,Average,489.79,773.87,0.00,1.58,Building,12.69,$943.88,15.00,Age/Condition,257.96,Yes,685.92,Yes,No,PNT,SP2,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
159,HALL2,Hall,Seal & paint baseboard - two coats,5.00,Average,46.48,82.27,0.00,1.77,Building,0.42,$99.23,15.00,Age/Condition,27.42,Yes,71.81,Yes,No,PNT,B1SP,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
160,HALL2,Hall,"Mask and prep for paint - plastic, paper, tape (per LF)",5.00,Average,53.98,87.45,0.00,1.62,Building,1.02,$106.17,15.00,Age/Condition,29.15,Yes,77.02,Yes,No,PNT,MASKLF,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
161,HALL2,Hall,Floor protection - plastic and tape - 10 mil,5.00,Average,102.69,35.94,0.00,0.35,Building,0.86,$44.16,15.00,Age/Condition,11.98,Yes,32.18,Yes,No,PNT,MASKSF>,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
162,HALL2,Hall,Clean floor - tile - Heavy clean,5.00,Average,102.69,108.85,0.00,1.06,Building,0.43,$131.14,0.00,Age/Condition,0.00,Yes,131.14,Yes,No,CLN,FCT+,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
163,HALL2,Hall,Grout sealer,5.00,Average,102.69,116.04,0.00,1.13,Building,1.15,$140.63,2.00,Age/Condition,58.02,Yes,82.61,Yes,No,FCT,SEALG,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
164,HALL2,Hall,Final cleaning - construction - Commercial,5.00,Average,102.69,26.70,0.00,0.26,Building,0.00,$32.04,0.00,Age/Condition,0.00,Yes,32.04,Yes,No,CLN,FINALC,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
165,HALL2,Hall,Content Manipulation charge - per hour,5.00,Average,0.50,26.25,0.00,52.50,Building,0.00,$31.51,0.00,Age/Condition,0.00,Yes,31.51,Yes,No,CON,LAB,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
166,LADIES_ROOM,Ladies Room,"Tear out wet drywall, cleanup, bag, per LF - up to 2' tall",5.00,Average,5.00,22.40,0.00,4.48,Building,0.14,$27.04,0.00,Age/Condition,0.00,Yes,27.04,Yes,No,WTR,DRYWLF,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
167,LADIES_ROOM,Ladies Room,"Tear out wet drywall, cleanup, bag, per LF - up to 4' tall",5.00,Average,11.58,74.11,0.00,6.40,Building,0.67,$89.74,0.00,Age/Condition,0.00,Yes,89.74,Yes,No,WTR,DRYW4,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
168,LADIES_ROOM,Ladies Room,"5/8"" - drywall per LF - up to 4' tall",33.00,Average,11.58,225.00,0.00,19.43,Building,2.38,$272.86,150.00,Age/Condition,49.50,Yes,223.36,Yes,No,DRY,LF>5/8,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
169,LADIES_ROOM,Ladies Room,"5/8"" - drywall per LF - up to 2' tall",33.00,Average,5.00,68.05,0.00,13.61,Building,0.56,$82.35,150.00,Age/Condition,14.97,Yes,67.38,Yes,No,DRY,LF5/8,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
170,LADIES_ROOM,Ladies Room,Texture drywall - light hand texture,33.00,Average,56.32,65.89,0.00,1.17,Building,0.32,$79.45,150.00,Age/Condition,14.50,Yes,64.95,Yes,No,DRY,TEX,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
171,LADIES_ROOM,Ladies Room,Apply anti-microbial agent to the surface area,5.00,Average,56.32,18.59,0.00,0.33,Building,0.20,$22.55,0.00,Age/Condition,0.00,Yes,22.55,Yes,No,WTR,GRM,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
172,LADIES_ROOM,Ladies Room,Tear out baseboard,5.00,Average,16.58,10.45,0.00,0.63,Building,0.00,$12.55,0.00,Age/Condition,0.00,Yes,12.55,Yes,No,WTR,BASE,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
173,LADIES_ROOM,Ladies Room,"Baseboard - 4 1/4""",33.00,Average,16.58,89.03,0.00,5.37,Building,3.09,$110.54,150.00,Age/Condition,19.59,Yes,90.95,Yes,No,FNC,B4,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,Price List Item
174,LADIES_ROOM,Ladies Room,Toilet - Detach & reset,33.00,Average,2.00,608.88,0.00,304.44,Building,1.18,$732.08,0.00,Age/Condition,0.00,Yes,732.08,Yes,No,PLM,TLTRS,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
175,LADIES_ROOM,Ladies Room,Sink - wall mounted - Detach & reset,33.00,Average,1.00,306.20,0.00,306.20,Building,0.06,$367.52,0.00,Age/Condition,0.00,Yes,367.52,Yes,No,PLM,SNKWMRS,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
176,LADIES_ROOM,Ladies Room,Clean stud wall - Heavy,5.00,Average,56.32,77.16,0.00,1.37,Building,0.08,$92.70,0.00,Age/Condition,0.00,Yes,92.70,Yes,No,CLN,STD+,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
177,LADIES_ROOM,Ladies Room,Wallpaper,5.00,Average,406.67,"1,651.08",0.00,4.06,Building,32.17,"$2,019.91",7.00,Age/Condition,581.54,Yes,"1,438.37",Yes,No,WPR,AV,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
178,LADIES_ROOM,Ladies Room,Prep wall for wallpaper,5.00,Average,406.67,321.27,0.00,0.79,Building,0.00,$385.53,0.00,Age/Condition,0.00,Yes,385.53,Yes,No,WPR,PREP,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
179,LADIES_ROOM,Ladies Room,Seal & paint baseboard - two coats,5.00,Average,39.83,70.50,0.00,1.77,Building,0.36,$85.04,15.00,Age/Condition,23.50,Yes,61.54,Yes,No,PNT,B1SP,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
180,LADIES_ROOM,Ladies Room,"Mask and prep for paint - plastic, paper, tape (per LF)",5.00,Average,42.33,68.57,0.00,1.62,Building,0.80,$83.25,15.00,Age/Condition,22.86,Yes,60.39,Yes,No,PNT,MASKLF,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
181,LADIES_ROOM,Ladies Room,Floor protection - plastic and tape - 10 mil,5.00,Average,109.76,38.42,0.00,0.35,Building,0.92,$47.20,15.00,Age/Condition,12.81,Yes,34.39,Yes,No,PNT,MASKSF>,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
182,LADIES_ROOM,Ladies Room,Clean floor - tile - Heavy clean,5.00,Average,109.76,116.35,0.00,1.06,Building,0.46,$140.19,0.00,Age/Condition,0.00,Yes,140.19,Yes,No,CLN,FCT+,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
183,LADIES_ROOM,Ladies Room,Grout sealer,5.00,Average,109.76,124.03,0.00,1.13,Building,1.23,$150.30,2.00,Age/Condition,62.02,Yes,88.28,Yes,No,FCT,SEALG,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
184,LADIES_ROOM,Ladies Room,Final cleaning - construction - Commercial,5.00,Average,109.76,28.54,0.00,0.26,Building,0.00,$34.24,0.00,Age/Condition,0.00,Yes,34.24,Yes,No,CLN,FINALC,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
185,LADIES_ROOM,Ladies Room,Toilet partition - Detach & reset,5.00,Average,2.00,710.78,0.00,355.39,Building,0.00,$852.94,0.00,Age/Condition,0.00,Yes,852.94,Yes,No,TBA,TLTPRS,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
186,MENS_ROOM2,Mens Room,"Tear out wet drywall, cleanup, bag, per LF - up to 2' tall",5.00,Average,2.25,10.08,0.00,4.48,Building,0.06,$12.18,0.00,Age/Condition,0.00,Yes,12.18,Yes,No,WTR,DRYWLF,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
187,MENS_ROOM2,Mens Room,"Tear out wet drywall, cleanup, bag, per LF - up to 4' tall",5.00,Average,23.58,150.91,0.00,6.40,Building,1.35,$182.72,0.00,Age/Condition,0.00,Yes,182.72,Yes,No,WTR,DRYW4,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
188,MENS_ROOM2,Mens Room,"5/8"" - drywall per LF - up to 4' tall",33.00,Average,23.58,458.16,0.00,19.43,Building,4.85,$555.63,150.00,Age/Condition,100.80,Yes,454.83,Yes,No,DRY,LF>5/8,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
189,MENS_ROOM2,Mens Room,"5/8"" - drywall per LF - up to 2' tall",33.00,Average,2.25,30.62,0.00,13.61,Building,0.25,$37.05,150.00,Age/Condition,6.74,Yes,30.31,Yes,No,DRY,LF5/8,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
190,MENS_ROOM2,Mens Room,Texture drywall - light hand texture,33.00,Average,124.67,145.86,0.00,1.17,Building,0.70,$175.88,150.00,Age/Condition,32.09,Yes,143.79,Yes,No,DRY,TEX,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
