#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Unit,Coverage,Activity,Worker's Wage,Labor burden,Labor Overhead,Material,Equipment,Market Conditions,Labor Minimum,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Source Name,Date,Note 1,ADJ_SOURCE
504,UNIT_2_KITC2,Unit 2- Kitchen,"1/2"" foam backer board - wall - sealed with thinset",0.00,Average,20.00,163.00,0.00,8.15,SF,Dwelling,Remove and Replace,0.83,0.42,1.73,5.17,0.00,0.00,TILMN-A,7.24,204.28,150.00,Percent,18.59,Yes,185.69,Yes,No,TIL,BFB1/2T,CBODDENC,,,11/25/24,for backsplash,
505,UNIT_2_KITC2,Unit 2- Kitchen,Add-on for tile backsplash installation,0.00,Average,20.00,309.20,0.00,15.46,SF,Dwelling,Replace,3.92,1.82,9.72,0.00,0.00,0.00,TILMN-A,0.00,371.04,150.00,Percent,0.00,Yes,371.04,Yes,No,TIL,CTTLB,CBODDENC,,,11/25/24,,
506,UNIT_2_KITC2,Unit 2- Kitchen,Kitchen Sink - single basin,0.00,Average,1.00,220.95,0.00,220.95,EA,Dwelling,Detach & Reset,34.84,15.80,169.54,0.77,0.00,0.00,PLMMN-A,0.05,265.22,50.00,Percent,0.00,No,265.22,Yes,No,PLM,SNKKS,CBODDENC,,Price List Item,11/25/24,,
507,UNIT_2_KITC2,Unit 2- Kitchen,P-trap assembly - ABS (plastic),0.00,Average,1.00,99.14,0.00,99.14,EA,Dwelling,Remove and Replace,15.95,7.60,67.23,8.36,0.00,0.00,PLMMN-A,0.59,119.69,25.00,Percent,11.57,Yes,108.12,Yes,No,PLM,PTRAP,CBODDENC,,Price List Item,11/25/24,,
508,UNIT_2_KITC2,Unit 2- Kitchen,Water supply line ,0.00,Average,1.00,35.49,0.00,35.49,LF,Dwelling,Remove and Replace,4.40,2.06,19.50,9.53,0.00,0.00,PLMMN-A,0.67,43.4,50.00,Percent,4.45,Yes,38.95,Yes,No,PLM,SL1,CBODDENC,,,11/25/24,,
509,UNIT_2_KITC2,Unit 2- Kitchen,Angle stop valve,0.00,Average,2.00,119.34,0.00,59.67,EA,Dwelling,Remove and Replace,8.52,4.11,34.56,12.48,0.00,0.00,PLMMN-A,1.75,145.33,100.00,Percent,13.87,Yes,131.46,Yes,No,PLM,STOP,CBODDENC,,,11/25/24,,
510,UNIT_2_KITC2,Unit 2- Kitchen,Dishwasher - High grade,0.00,Average,1.00,"1,078.35",0.00,"1,078.35",EA,Dwelling,Remove and Replace,42.02,20.37,167.42,848.54,0.00,0.00,PLMMN-A,59.40,1365.29,9.00,Percent,120.91,No,"1,244.38",Yes,No,APP,DW+,CBODDENC,,Price List Item,11/25/24,Unit removed. See photo of debris,
511,UNIT_2_KITC2,Unit 2- Kitchen,Range - slide in - electric - High grade,0.00,Average,1.00,"1,921.26",0.00,"1,921.26",EA,Dwelling,Remove and Replace,33.99,16.31,93.05,"1,777.91",0.00,0.00,ELEMN-A,124.45,2454.85,13.00,Percent,221.85,No,"2,233.00",Yes,No,APP,RGS+,CBODDENC,,Price List Item,11/25/24,Unit removed. See photo of debris,
512,UNIT_2_KITC2,Unit 2- Kitchen,Refrigerator - side by side - 25 to 30 cf - High grade,0.00,Average,1.00,"2,306.08",0.00,"2,306.08",EA,Dwelling,Remove and Replace,33.74,19.06,53.28,"2,200.00",0.00,0.00,LABLBRMN-A,154.00,2952.1,14.00,Percent,264.68,No,"2,687.42",Yes,No,APP,RFS24+,CBODDENC,,Price List Item,11/25/24,Unit removed. See photo of debris,
513,UNIT_2_KITC2,Unit 2- Kitchen,Garbage disposal / disposer,0.00,Average,1.00,350.86,0.00,350.86,EA,Dwelling,Remove and Replace,37.07,18.03,145.77,149.99,0.00,0.00,PLMMN-A,10.50,433.64,12.00,Percent,35.79,No,397.85,Yes,No,APP,GD,CBODDENC,,,11/25/24,,
"3,362",UNIT_2_KITC2,Unit 2- Kitchen,"Baseboard - 3 1/4""",0.00,Average,10.83,56.64,0.00,5.23,LF,Dwelling,Remove and Replace,0.90,0.44,1.81,2.08,0.00,0.00,FNCMN-A,1.58,69.86,150.00,Percent,5.63,Yes,64.23,Yes,No,FNC,B3,CBODDENC,,,1/14/25,deduction for cabs,SUP
"3,947",UNIT_2_KITC2,Unit 2- Kitchen,Paint baseboard - two coats,0.00,Average,10.83,18.84,0.00,1.74,LF,Dwelling,Replace,0.42,0.21,0.93,0.18,0.00,0.00,PNTMN-A,0.14,22.76,15.00,Percent,3.22,Yes,19.54,Yes,No,PNT,B2,CBODDENC,,,11/24/24,,
517,UNIT_3_LIVI,Unit 3- Living Room,Muck-out/Flood loss cleanup - Heavy,0.00,Average,246.93,"1,279.10",0.00,5.18,SF,Dwelling,Remove,1.71,0.79,2.68,0.00,0.00,0.00,WTRMN-A,0.00,1534.92,0.00,Percent,0.00,Yes,"1,534.92",Yes,No,WTR,MUCK+,CBODDENC,,Price List Item,6/19/25,,
518,UNIT_3_LIVI,Unit 3- Living Room,Apply anti-microbial agent to the floor,0.00,Average,246.93,138.28,0.00,0.56,SF,Dwelling,Replace,0.10,0.05,0.16,0.05,0.00,0.20,WTRMN-A,0.86,166.98,0.00,Percent,0.00,Yes,166.98,Yes,No,WTR,GRM,CBODDENC,,,11/24/24,,
519,UNIT_3_LIVI,Unit 3- Living Room,Regrout tile,0.00,Average,246.93,"1,039.58",0.00,4.21,SF,Dwelling,Replace,0.98,0.46,2.43,0.30,0.00,0.04,TILMN-A,5.19,1253.73,10.00,Percent,0.00,Yes,"1,253.73",Yes,No,TIL,GROUT,CBODDENC,,Price List Item,11/25/24,,
520,UNIT_3_LIVI,Unit 3- Living Room,Tile/stone sealer,0.00,Average,246.93,249.40,0.00,1.01,SF,Dwelling,Replace,0.16,0.08,0.41,0.36,0.00,0.00,TILMN-A,6.22,306.74,2.00,Percent,0.00,Yes,306.74,Yes,No,TIL,SEALS,CBODDENC,,Price List Item,11/25/24,,
521,UNIT_3_LIVI,Unit 3- Living Room,Apply anti-microbial agent to part of the walls,0.00,Average,220.67,123.58,0.00,0.56,SF,Dwelling,Replace,0.10,0.05,0.16,0.05,0.00,0.20,WTRMN-A,0.77,149.23,0.00,Percent,0.00,Yes,149.23,Yes,No,WTR,GRM,CBODDENC,,,11/24/24,,
522,UNIT_3_LIVI,Unit 3- Living Room,Clean stud wall,0.00,Average,220.67,244.94,0.00,1.11,SF,Dwelling,Replace,0.29,0.15,0.65,0.02,0.00,0.00,CLNMN-A,0.31,294.29,0.00,Percent,0.00,Yes,294.29,Yes,No,CLN,STD,CBODDENC,,,11/24/24,,
523,UNIT_3_LIVI,Unit 3- Living Room,"Tear out wet drywall, no bagging, per LF - up to 4' tall",0.00,Average,55.17,300.68,0.00,5.45,LF,Dwelling,Remove,1.80,0.83,2.82,0.00,0.00,0.00,WTRMN-A,0.00,360.82,0.00,Percent,0.00,Yes,360.82,Yes,No,WTR,DRYN4,CBODDENC,,,11/24/24,,
524,UNIT_3_LIVI,Unit 3- Living Room,"1/2"" - drywall per LF - up to 4' tall",0.00,Average,55.17,"1,001.89",0.00,18.16,LF,Dwelling,Replace,3.20,1.56,10.60,2.80,0.00,0.00,DRYMN-A,10.81,1215.24,150.00,Percent,151.90,Yes,"1,063.34",Yes,No,DRY,LF>,CBODDENC,,,11/24/24,,
525,UNIT_3_LIVI,Unit 3- Living Room,Seal/prime (1 coat) then paint (1 coat) part of the walls,0.00,Average,275.83,319.96,0.00,1.16,SF,Dwelling,Replace,0.25,0.13,0.55,0.23,0.00,0.00,PNTMN-A,4.44,389.28,15.00,Percent,55.14,Yes,334.14,Yes,No,PNT,SP,CBODDENC,,,11/24/24,,
526,UNIT_3_LIVI,Unit 3- Living Room,Scrape part of the walls & prep for paint,0.00,Average,55.17,41.93,0.00,0.76,SF,Dwelling,Replace,0.20,0.10,0.45,0.01,0.00,0.00,PNTMN-A,0.04,50.35,15.00,Percent,0.00,Yes,50.35,Yes,No,PNT,SCRP,CBODDENC,,,11/24/24,,
527,UNIT_3_LIVI,Unit 3- Living Room,Texture drywall - heavy hand texture,0.00,Average,275.83,463.39,0.00,1.68,SF,Dwelling,Replace,0.30,0.15,1.00,0.23,0.00,0.00,DRYMN-A,4.44,561.39,150.00,Percent,70.18,Yes,491.21,Yes,No,DRY,TEX+,CBODDENC,,Price List Item,11/24/24,,
528,UNIT_3_LIVI,Unit 3- Living Room,Paint the walls - one coat,0.00,Average,441.33,494.29,0.00,1.12,SF,Dwelling,Replace,0.17,0.09,0.38,0.17,0.00,0.31,PNTMN-A,5.25,599.46,15.00,Percent,84.92,Yes,514.54,Yes,No,PNT,P,CBODDENC,,,11/24/24,,
529,UNIT_3_LIVI,Unit 3- Living Room,Tear out baseboard- up to Cat 3,0.00,Average,55.17,67.86,0.00,1.23,LF,Dwelling,Remove,0.33,0.15,0.52,0.23,0.00,0.00,WTRMN-A,0.89,82.51,0.00,Percent,0.00,Yes,82.51,Yes,No,WTR,BASEB,CBODDENC,,,11/24/24,,
530,UNIT_3_LIVI,Unit 3- Living Room,"Baseboard - 3 1/4""",0.00,Average,55.17,251.58,0.00,4.56,LF,Dwelling,Replace,0.69,0.32,1.47,2.08,0.00,0.00,FNCMN-A,8.03,311.53,150.00,Percent,33.75,Yes,277.78,Yes,No,FNC,B3,CBODDENC,,,11/24/24,,
531,UNIT_3_LIVI,Unit 3- Living Room,Paint baseboard - two coats,0.00,Average,55.17,96.00,0.00,1.74,LF,Dwelling,Replace,0.42,0.21,0.93,0.18,0.00,0.00,PNTMN-A,0.70,116.04,15.00,Percent,16.44,Yes,99.60,Yes,No,PNT,B2,CBODDENC,,,11/24/24,,
533,UNIT_3_LIVI,Unit 3- Living Room,"Door opening (jamb & casing) - 32""to36""wide - paint grade",0.00,Average,1.00,212.76,0.00,212.76,EA,Dwelling,Remove and Replace,20.65,9.98,42.99,139.14,0.00,0.00,FNCMN-A,9.74,266.98,150.00,Percent,32.02,Yes,234.96,Yes,No,FNC,DOP,CBODDENC,,,11/25/24,,
534,UNIT_3_LIVI,Unit 3- Living Room,Prime & paint door slab only - exterior (per side),0.00,Average,2.00,108.60,0.00,54.30,EA,Dwelling,Replace,10.19,5.11,22.39,16.61,0.00,0.00,PNTMN-A,2.33,133.11,15.00,Percent,18.86,Yes,114.25,Yes,No,PNT,XDOR,CBODDENC,,,11/25/24,,
535,UNIT_3_LIVI,Unit 3- Living Room,Paint door/window trim & jamb - 2 coats (per side),0.00,Average,2.00,76.46,0.00,38.23,EA,Dwelling,Replace,8.62,4.32,18.94,6.35,0.00,0.00,PNTMN-A,0.89,92.83,15.00,Percent,13.15,Yes,79.68,Yes,No,PNT,DORT,CBODDENC,,,11/25/24,,
537,UNIT_3_LIVI,Unit 3- Living Room,Storm door assembly,0.00,Average,1.00,364.93,0.00,364.93,EA,Dwelling,Remove and Replace,42.47,20.71,87.55,214.20,0.00,0.00,DORMN-A,14.99,455.92,40.00,Percent,53.19,Yes,402.73,Yes,No,DOR,STRMD,CBODDENC,,,11/25/24,,
538,UNIT_3_LIVI,Unit 3- Living Room,Prime & paint/finish storm door assembly,0.00,Average,1.00,53.19,0.00,53.19,EA,Dwelling,Replace,10.29,5.15,22.59,15.16,0.00,0.00,PNTMN-A,1.06,65.11,15.00,Percent,9.22,Yes,55.89,Yes,No,PNT,STRMD,CBODDENC,,,11/25/24,,
539,UNIT_3_LIVI,Unit 3- Living Room,"Aluminum window, single hung 9-12 sf",0.00,Average,2.00,532.18,0.00,266.09,EA,Dwelling,Remove and Replace,34.73,17.20,71.08,143.08,0.00,0.00,WDWMN-A,20.03,662.63,18.00,Percent,73.09,Yes,589.54,Yes,No,WDA,S,CBODDENC,,,11/25/24,windows below water line,
540,UNIT_3_LIVI,Unit 3- Living Room,Window trim set (casing & stop),0.00,Average,20.00,161.80,0.00,8.09,LF,Dwelling,Remove and Replace,1.24,0.61,2.57,3.67,0.00,0.00,FNCMN-A,5.14,200.32,150.00,Percent,16.76,Yes,183.56,Yes,No,FNC,WOP,CBODDENC,,,11/25/24,,
541,UNIT_3_LIVI,Unit 3- Living Room,Paint door/window trim & jamb - Large - 2 coats (per side),0.00,Average,2.00,89.96,0.00,44.98,EA,Dwelling,Replace,10.15,5.08,22.28,7.47,0.00,0.00,PNTMN-A,1.05,109.23,15.00,Percent,15.47,Yes,93.76,Yes,No,PNT,DORT>,CBODDENC,,Price List Item,11/25/24,,
542,UNIT_3_LIVI,Unit 3- Living Room,Window sill,0.00,Average,6.00,28.14,0.00,4.69,LF,Dwelling,Remove and Replace,1.05,0.52,2.11,1.01,0.00,0.00,FNCMN-A,0.42,34.26,150.00,Percent,2.49,Yes,31.77,Yes,No,FNC,SILL,CBODDENC,,,11/25/24,,
543,UNIT_3_LIVI,Unit 3- Living Room,Seal & paint window sill,0.00,Average,6.00,18.48,0.00,3.08,LF,Dwelling,Replace,0.75,0.38,1.64,0.31,0.00,0.00,PNTMN-A,0.13,22.33,15.00,Percent,2.42,Yes,19.91,Yes,No,PNT,SILL,CBODDENC,,,11/25/24,,
544,UNIT_3_LIVI,Unit 3- Living Room,"Window blind - aluminum - 1"" - 20.1 to 32 SF",0.00,Average,1.00,183.03,0.00,183.03,EA,Dwelling,Remove and Replace,30.28,14.53,35.52,102.70,0.00,0.00,WDTMN-A,7.19,228.28,5.00,Percent,26.36,Yes,201.92,Yes,No,WDT,BLA1>>,CBODDENC,,,11/25/24,,
"3,364",UNIT_3_LIVI,Unit 3- Living Room,Door peep hole,0.00,Average,2.00,56.60,0.00,28.30,EA,Dwelling,Remove and Replace,5.89,2.92,7.70,11.79,0.00,0.00,FNHMN-A,1.65,69.91,20.00,Percent,4.82,Yes,65.09,Yes,No,FNH,PEEP,CBODDENC,,,1/13/25,,SUP
"3,366",UNIT_3_LIVI,Unit 3- Living Room,Exterior door - metal - insulated / wood - High grade,0.00,Average,1.00,963.64,0.00,963.64,EA,Dwelling,Remove and Replace,40.85,20.06,82.02,820.71,0.00,0.00,DORMN-A,57.45,1225.33,100.00,Percent,148.52,Yes,"1,076.81",Yes,No,DOR,X+,CBODDENC,,,1/13/25,Modified price of door materiel to reflect purchase price,SUP
"3,367",UNIT_3_LIVI,Unit 3- Living Room,Door lockset & deadbolt - exterior - High grade,0.00,Average,1.00,159.57,0.00,159.57,EA,Dwelling,Remove and Replace,18.69,9.36,23.51,108.01,0.00,0.00,FNHMN-A,7.56,200.57,20.00,Percent,21.84,Yes,178.73,Yes,No,FNH,DBX+,CBODDENC,,,11/22/24,,
"3,368",UNIT_3_LIVI,Unit 3- Living Room,Additional charge for a retrofit exterior door - difficult,0.00,Average,1.00,409.03,0.00,409.03,EA,Dwelling,Replace,112.64,52.99,239.89,3.51,0.00,0.00,DORMN-A,0.25,491.14,0.00,Percent,45.02,Yes,446.12,Yes,No,DOR,XRETR+,CBODDENC,,,2/16/25,,
"3,369",UNIT_3_LIVI,Unit 3- Living Room,"Door numbers/letters - plastic or metal - up to 4""",0.00,Average,1.00,23.91,0.00,23.91,EA,Dwelling,Remove and Replace,5.28,2.62,6.50,9.51,0.00,0.00,FNHMN-A,0.67,29.5,10.00,Percent,2.11,Yes,27.39,Yes,No,EQC,SNDN,CBODDENC,,,11/22/24,,
"3,370",UNIT_3_LIVI,Unit 3- Living Room,Door bell/chime button (button only),0.00,Average,1.00,37.56,0.00,37.56,EA,Dwelling,Remove and Replace,3.82,1.79,9.95,22.00,0.00,0.00,ELEMN-A,1.54,46.92,10.00,Percent,4.07,Yes,42.85,Yes,No,ELE,CBUTTON,CBODDENC,,,11/22/24,,
"3,961",UNIT_3_LIVI,Unit 3- Living Room,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,0.00,Average,3.00,381.81,0.00,127.27,EA,Dwelling,Replace,0.00,0.00,0.00,0.00,127.27,0.00,None,0.00,458.17,0.00,Percent,0.00,Yes,458.17,Yes,No,WTR,DHM>>,CBODDENC,,Price List Item,1/13/25,1 unit for 3 Days,SUP
"3,962",UNIT_3_LIVI,Unit 3- Living Room,Air mover (per 24 hour period) - No monitoring,0.00,Average,9.00,261.00,0.00,29.00,EA,Dwelling,Replace,0.00,0.00,0.00,0.00,29.00,0.00,None,0.00,313.2,0.00,Percent,0.00,Yes,313.20,Yes,No,WTR,DRY,CBODDENC,,,1/13/25,3 unit for 3 days,SUP
547,UNIT_3_KITC2,Unit 3- Kitchen,Muck-out/Flood loss cleanup - Heavy,0.00,Average,64.85,335.92,0.00,5.18,SF,Dwelling,Remove,1.71,0.79,2.68,0.00,0.00,0.00,WTRMN-A,0.00,403.1,0.00,Percent,0.00,Yes,403.10,Yes,No,WTR,MUCK+,CBODDENC,,Price List Item,6/19/25,,
548,UNIT_3_KITC2,Unit 3- Kitchen,Apply anti-microbial agent to the floor,0.00,Average,64.85,36.32,0.00,0.56,SF,Dwelling,Replace,0.10,0.05,0.16,0.05,0.00,0.20,WTRMN-A,0.23,43.85,0.00,Percent,0.00,Yes,43.85,Yes,No,WTR,GRM,CBODDENC,,,11/24/24,,
549,UNIT_3_KITC2,Unit 3- Kitchen,Regrout tile,0.00,Average,64.85,273.02,0.00,4.21,SF,Dwelling,Replace,0.98,0.46,2.43,0.30,0.00,0.04,TILMN-A,1.36,329.26,10.00,Percent,0.00,Yes,329.26,Yes,No,TIL,GROUT,CBODDENC,,Price List Item,11/25/24,,
550,UNIT_3_KITC2,Unit 3- Kitchen,Tile/stone sealer,0.00,Average,64.85,65.50,0.00,1.01,SF,Dwelling,Replace,0.16,0.08,0.41,0.36,0.00,0.00,TILMN-A,1.63,80.55,2.00,Percent,0.00,Yes,80.55,Yes,No,TIL,SEALS,CBODDENC,,Price List Item,11/25/24,,
551,UNIT_3_KITC2,Unit 3- Kitchen,Apply anti-microbial agent to part of the walls,0.00,Average,65.00,36.40,0.00,0.56,SF,Dwelling,Replace,0.10,0.05,0.16,0.05,0.00,0.20,WTRMN-A,0.23,43.95,0.00,Percent,0.00,Yes,43.95,Yes,No,WTR,GRM,CBODDENC,,,11/24/24,,
552,UNIT_3_KITC2,Unit 3- Kitchen,Clean stud wall,0.00,Average,65.00,72.15,0.00,1.11,SF,Dwelling,Replace,0.29,0.15,0.65,0.02,0.00,0.00,CLNMN-A,0.09,86.7,0.00,Percent,0.00,Yes,86.70,Yes,No,CLN,STD,CBODDENC,,,11/24/24,,
553,UNIT_3_KITC2,Unit 3- Kitchen,"Tear out wet drywall, no bagging, per LF - up to 4' tall",0.00,Average,16.25,88.56,0.00,5.45,LF,Dwelling,Remove,1.80,0.83,2.82,0.00,0.00,0.00,WTRMN-A,0.00,106.28,0.00,Percent,0.00,Yes,106.28,Yes,No,WTR,DRYN4,CBODDENC,,,11/24/24,,
554,UNIT_3_KITC2,Unit 3- Kitchen,"1/2"" - drywall per LF - up to 4' tall",0.00,Average,16.25,295.10,0.00,18.16,LF,Dwelling,Replace,3.20,1.56,10.60,2.80,0.00,0.00,DRYMN-A,3.19,357.95,150.00,Percent,44.75,Yes,313.20,Yes,No,DRY,LF>,CBODDENC,,,11/24/24,,
555,UNIT_3_KITC2,Unit 3- Kitchen,Seal/prime (1 coat) then paint (1 coat) part of the walls,0.00,Average,81.25,94.25,0.00,1.16,SF,Dwelling,Replace,0.25,0.13,0.55,0.23,0.00,0.00,PNTMN-A,1.31,114.68,15.00,Percent,16.24,Yes,98.44,Yes,No,PNT,SP,CBODDENC,,,11/24/24,,
556,UNIT_3_KITC2,Unit 3- Kitchen,Scrape part of the walls & prep for paint,0.00,Average,16.25,12.35,0.00,0.76,SF,Dwelling,Replace,0.20,0.10,0.45,0.01,0.00,0.00,PNTMN-A,0.01,14.84,15.00,Percent,0.00,Yes,14.84,Yes,No,PNT,SCRP,CBODDENC,,,11/24/24,,
557,UNIT_3_KITC2,Unit 3- Kitchen,Texture drywall - heavy hand texture,0.00,Average,81.25,136.50,0.00,1.68,SF,Dwelling,Replace,0.30,0.15,1.00,0.23,0.00,0.00,DRYMN-A,1.31,165.37,150.00,Percent,20.68,Yes,144.69,Yes,No,DRY,TEX+,CBODDENC,,Price List Item,11/24/24,,
558,UNIT_3_KITC2,Unit 3- Kitchen,Paint the walls - one coat,0.00,Average,130.00,145.60,0.00,1.12,SF,Dwelling,Replace,0.17,0.09,0.38,0.17,0.00,0.31,PNTMN-A,1.55,176.59,15.00,Percent,25.01,Yes,151.58,Yes,No,PNT,P,CBODDENC,,,11/24/24,,
559,UNIT_3_KITC2,Unit 3- Kitchen,Cabinetry - lower (base) units,0.00,Average,3.00,853.26,0.00,284.42,LF,Dwelling,Remove and Replace,17.18,8.39,35.36,223.49,0.00,0.00,CABMN-A,46.93,1080.23,50.00,Percent,112.82,Yes,967.41,Yes,No,CAB,LOW,CBODDENC,,Price List Item,11/25/24,cabinets on both sides,
560,UNIT_3_KITC2,Unit 3- Kitchen,Countertop - flat laid plastic laminate,0.00,Average,3.00,161.58,0.00,53.86,LF,Dwelling,Remove and Replace,6.68,3.32,13.49,30.37,0.00,0.00,CABMN-A,6.38,201.56,15.00,Percent,16.43,Yes,185.13,Yes,No,CAB,CTFL,CBODDENC,,Price List Item,11/25/24,,
561,UNIT_3_KITC2,Unit 3- Kitchen,Ceramic/porcelain tile,0.00,Average,12.00,212.04,0.00,17.67,SF,Dwelling,Remove and Replace,3.15,1.55,7.13,5.56,0.28,0.00,TILMN-A,4.67,260.07,150.00,Percent,23.68,Yes,236.39,Yes,No,TIL,AV,CBODDENC,,,11/25/24,backsplash,
562,UNIT_3_KITC2,Unit 3- Kitchen,"1/2"" foam backer board - wall - sealed with thinset",0.00,Average,12.00,97.80,0.00,8.15,SF,Dwelling,Remove and Replace,0.83,0.42,1.73,5.17,0.00,0.00,TILMN-A,4.34,122.56,150.00,Percent,11.15,Yes,111.41,Yes,No,TIL,BFB1/2T,CBODDENC,,,11/25/24,for backsplash,
563,UNIT_3_KITC2,Unit 3- Kitchen,Add-on for tile backsplash installation,0.00,Average,12.00,185.52,0.00,15.46,SF,Dwelling,Replace,3.92,1.82,9.72,0.00,0.00,0.00,TILMN-A,0.00,222.62,150.00,Percent,0.00,Yes,222.62,Yes,No,TIL,CTTLB,CBODDENC,,,11/25/24,,
564,UNIT_3_KITC2,Unit 3- Kitchen,Kitchen Sink - single basin,0.00,Average,1.00,220.95,0.00,220.95,EA,Dwelling,Detach & Reset,34.84,15.80,169.54,0.77,0.00,0.00,PLMMN-A,0.05,265.22,50.00,Percent,0.00,No,265.22,Yes,No,PLM,SNKKS,CBODDENC,,Price List Item,11/25/24,,
565,UNIT_3_KITC2,Unit 3- Kitchen,P-trap assembly - ABS (plastic),0.00,Average,1.00,99.14,0.00,99.14,EA,Dwelling,Remove and Replace,15.95,7.60,67.23,8.36,0.00,0.00,PLMMN-A,0.59,119.69,25.00,Percent,11.57,Yes,108.12,Yes,No,PLM,PTRAP,CBODDENC,,Price List Item,11/25/24,two sinks,
566,UNIT_3_KITC2,Unit 3- Kitchen,Water supply line ,0.00,Average,1.00,35.49,0.00,35.49,LF,Dwelling,Remove and Replace,4.40,2.06,19.50,9.53,0.00,0.00,PLMMN-A,0.67,43.4,50.00,Percent,4.45,Yes,38.95,Yes,No,PLM,SL1,CBODDENC,,,11/25/24,,
567,UNIT_3_KITC2,Unit 3- Kitchen,Angle stop valve,0.00,Average,2.00,119.34,0.00,59.67,EA,Dwelling,Remove and Replace,8.52,4.11,34.56,12.48,0.00,0.00,PLMMN-A,1.75,145.33,100.00,Percent,13.87,Yes,131.46,Yes,No,PLM,STOP,CBODDENC,,,11/25/24,,
568,UNIT_3_KITC2,Unit 3- Kitchen,Range - slide in - electric,0.00,Average,1.00,"1,419.71",0.00,"1,419.71",EA,Dwelling,Remove and Replace,33.99,16.31,93.05,"1,276.36",0.00,0.00,ELEMN-A,89.35,1810.88,13.00,Percent,162.81,No,"1,648.07",Yes,No,APP,RGS,CBODDENC,,Price List Item,11/25/24,Unit removed. See photo of debris,
569,UNIT_3_KITC2,Unit 3- Kitchen,Refrigerator - side by side - 25 to 30 cf,0.00,Average,1.00,"1,806.08",0.00,"1,806.08",EA,Dwelling,Remove and Replace,33.74,19.06,53.28,"1,700.00",0.00,0.00,LABLBRMN-A,119.00,2310.1,14.00,Percent,205.83,No,"2,104.27",Yes,No,APP,RFS24,CBODDENC,,Price List Item,11/25/24,Unit removed. See photo of debris,
570,UNIT_3_KITC2,Unit 3- Kitchen,Garbage disposal / disposer,0.00,Average,1.00,350.86,0.00,350.86,EA,Dwelling,Remove and Replace,37.07,18.03,145.77,149.99,0.00,0.00,PLMMN-A,10.50,433.64,12.00,Percent,35.79,No,397.85,Yes,No,APP,GD,CBODDENC,,,11/25/24,,
574,UNIT_3_HALL2,Unit 3- Hallway,Muck-out/Flood loss cleanup - Heavy,0.00,Average,49.99,258.95,0.00,5.18,SF,Dwelling,Remove,1.71,0.79,2.68,0.00,0.00,0.00,WTRMN-A,0.00,310.75,0.00,Percent,0.00,Yes,310.75,Yes,No,WTR,MUCK+,CBODDENC,,Price List Item,6/19/25,,
575,UNIT_3_HALL2,Unit 3- Hallway,Apply anti-microbial agent to the floor,0.00,Average,49.99,27.99,0.00,0.56,SF,Dwelling,Replace,0.10,0.05,0.16,0.05,0.00,0.20,WTRMN-A,0.18,33.81,0.00,Percent,0.00,Yes,33.81,Yes,No,WTR,GRM,CBODDENC,,,11/24/24,,
576,UNIT_3_HALL2,Unit 3- Hallway,Regrout tile,0.00,Average,49.99,210.46,0.00,4.21,SF,Dwelling,Replace,0.98,0.46,2.43,0.30,0.00,0.04,TILMN-A,1.05,253.83,10.00,Percent,0.00,Yes,253.83,Yes,No,TIL,GROUT,CBODDENC,,Price List Item,11/25/24,,
577,UNIT_3_HALL2,Unit 3- Hallway,Tile/stone sealer,0.00,Average,49.99,50.49,0.00,1.01,SF,Dwelling,Replace,0.16,0.08,0.41,0.36,0.00,0.00,TILMN-A,1.26,62.11,2.00,Percent,0.00,Yes,62.11,Yes,No,TIL,SEALS,CBODDENC,,Price List Item,11/25/24,,
578,UNIT_3_HALL2,Unit 3- Hallway,Apply anti-microbial agent to part of the walls,0.00,Average,184.00,103.04,0.00,0.56,SF,Dwelling,Replace,0.10,0.05,0.16,0.05,0.00,0.20,WTRMN-A,0.64,124.4,0.00,Percent,0.00,Yes,124.40,Yes,No,WTR,GRM,CBODDENC,,,11/24/24,,
579,UNIT_3_HALL2,Unit 3- Hallway,Clean stud wall,0.00,Average,184.00,204.24,0.00,1.11,SF,Dwelling,Replace,0.29,0.15,0.65,0.02,0.00,0.00,CLNMN-A,0.26,245.4,0.00,Percent,0.00,Yes,245.40,Yes,No,CLN,STD,CBODDENC,,,11/24/24,,
580,UNIT_3_HALL2,Unit 3- Hallway,"Tear out wet drywall, no bagging, per LF - up to 4' tall",0.00,Average,46.00,250.70,0.00,5.45,LF,Dwelling,Remove,1.80,0.83,2.82,0.00,0.00,0.00,WTRMN-A,0.00,300.84,0.00,Percent,0.00,Yes,300.84,Yes,No,WTR,DRYN4,CBODDENC,,,11/24/24,,
581,UNIT_3_HALL2,Unit 3- Hallway,"1/2"" - drywall per LF - up to 4' tall",0.00,Average,46.00,835.36,0.00,18.16,LF,Dwelling,Replace,3.20,1.56,10.60,2.80,0.00,0.00,DRYMN-A,9.02,1013.26,150.00,Percent,126.65,Yes,886.61,Yes,No,DRY,LF>,CBODDENC,,,11/24/24,,
