Code,Description,Tax Status,Contractor Supplied,Quantity,Unit,Unit Price,Total,Request third-party pricing
APSFDCH+,Food chopper - High grade,Taxable,Yes,1,EA,60,60,
APSFDCH-,Food chopper - Standard grade,Taxable,Yes,1,EA,16,16,
APSFDDH,Food dehydrator,Taxable,Yes,1,EA,88,88,
APSFDDH+,Food dehydrator - High grade,Taxable,Yes,1,EA,222,222,
APSFDDH-,Food dehydrator - Standard grade,Taxable,Yes,1,EA,44,44,
APSFDMG,Food & meat grinder,Taxable,Yes,1,EA,115,115,
APSFDMG+,Food & meat grinder - High grade,Taxable,Yes,1,EA,250,250,
APSFDMG++,Food & meat grinder - Premium grade,Taxable,Yes,1,EA,460,460,
APSFDMG-,Food & meat grinder - Standard grade,Taxable,Yes,1,EA,60,60,
APSFDPR,Food processor,Taxable,Yes,1,EA,60,60,
APSFDPR+,Food processor - High grade,Taxable,Yes,1,EA,160,160,
APSFDPR++,Food processor - Premium grade,Taxable,Yes,1,EA,280,280,
APSFDPR-,Food processor - Standard grade,Taxable,Yes,1,EA,30,30,
APSFOND,Fondue - Set,Taxable,Yes,1,EA,52,52,
APSFOND+,Fondue - Set - High grade,Taxable,Yes,1,EA,130,130,
APSFOND-,Fondue - Set - Standard grade,Taxable,Yes,1,EA,21,21,
APSFONF,Fondue - Fountain,Taxable,Yes,1,EA,44,44,
APSFONF+,Fondue - Fountain - High grade,Taxable,Yes,1,EA,68,68,
APSFONF++,Fondue - Fountain - Premium grade,Taxable,Yes,1,EA,215,215,
APSFONF-,Fondue - Fountain - Standard grade,Taxable,Yes,1,EA,20,20,
APSFSVAC,Food sealer vacuum,Taxable,Yes,1,EA,110,110,
APSFSVAC+,Food sealer vacuum - High grade,Taxable,Yes,1,EA,210,210,
APSFSVAC-,Food sealer vacuum - Standard grade,Taxable,Yes,1,EA,40,40,
APSGRDF,Deep fryer,Taxable,Yes,1,EA,63,63,
APSGRDF+,Deep fryer - High grade,Taxable,Yes,1,EA,120,120,
APSGRDF-,Deep fryer - Standard grade,Taxable,Yes,1,EA,32,32,
APSGRDLE,Grill / Griddle - Electric,Taxable,Yes,1,EA,50,50,
APSGRDLE+,Grill / Griddle - Electric - High grade,Taxable,Yes,1,EA,136,136,
APSGRDLE-,Grill / Griddle - Electric - Standard grade,Taxable,Yes,1,EA,25,25,
APSHBLD,Hand blender,Taxable,Yes,1,EA,42,42,
APSHBLD+,Hand blender - High grade,Taxable,Yes,1,EA,82,82,
APSHBLD-,Hand blender - Standard grade,Taxable,Yes,1,EA,18,18,
APSHMIX,Hand mixer,Taxable,Yes,1,EA,30.95,30.95,
APSHMIX+,Hand mixer - High grade,Taxable,Yes,1,EA,72,72,
APSHMIX-,Hand mixer - Standard grade,Taxable,Yes,1,EA,17.99,17.99,
APSHTES,Heater - Electric - Small,Taxable,Yes,1,EA,62,62,
APSHTES+,Heater - Electric - Small - High grade,Taxable,Yes,1,EA,150,150,
APSHTES-,Heater - Electric - Small - Standard grade,Taxable,Yes,1,EA,29,29,
APSHTGS,Heater - Gas - Small,Taxable,Yes,1,EA,155,155,
APSHTGS+,Heater - Gas - Small - High grade,Taxable,Yes,1,EA,330,330,
APSHTGS-,Heater - Gas - Small - Standard grade,Taxable,Yes,1,EA,75,75,
APSHUMFR,Humidifier,Taxable,Yes,1,EA,62,62,
APSHUMFR+,Humidifier - High grade,Taxable,Yes,1,EA,168,168,
APSHUMFR-,Humidifier - Standard grade,Taxable,Yes,1,EA,35,35,
APSICEM,Ice cream maker / machine,Taxable,Yes,1,EA,52,52,
APSICEM+,Ice cream maker / machine - High grade,Taxable,Yes,1,EA,184,184,
APSICEM-,Ice cream maker / machine - Standard grade,Taxable,Yes,1,EA,26,26,
APSIRON,Iron - Clothing / Clothes,Taxable,Yes,1,EA,35,35,
APSIRON+,Iron - Clothing / Clothes - High grade,Taxable,Yes,1,EA,130,130,
APSIRON-,Iron - Clothing / Clothes - Standard grade,Taxable,Yes,1,EA,21,21,
APSIRPR,Press - Clothing / Clothes,Taxable,Yes,1,EA,240,240,
APSIRPR+,Press - Clothing / Clothes - High grade,Taxable,Yes,1,EA,250,250,
APSIRPR-,Press - Clothing / Clothes - Standard grade,Taxable,Yes,1,EA,160,160,
APSJBLND,Jar blender,Taxable,Yes,1,EA,50,50,
APSJBLND+,Jar blender - High grade,Taxable,Yes,1,EA,150,150,
APSJBLND++,Jar blender - Premium grade,Taxable,Yes,1,EA,360,360,
APSJBLND-,Jar blender - Standard grade,Taxable,Yes,1,EA,25,25,
APSJUICE,Juicer - Electric,Taxable,Yes,1,EA,80,80,
APSJUICE+,Juicer - Electric - High grade,Taxable,Yes,1,EA,150,150,
APSJUICE++,Juicer - Electric - Premium grade,Taxable,Yes,1,EA,280,280,
APSJUICE-,Juicer - Electric - Standard grade,Taxable,Yes,1,EA,30,30,
APSKETE,Kettle - Electric,Taxable,Yes,1,EA,50,50,
APSKETE+,Kettle - Electric - High grade,Taxable,Yes,1,EA,100,100,
APSKETE-,Kettle - Electric - Standard grade,Taxable,Yes,1,EA,21,21,
APSMWV,Microwave - Countertop,Taxable,Yes,1,EA,100,100,
APSMWV+,Microwave - Countertop - High grade,Taxable,Yes,1,EA,165,165,
APSMWV++,Microwave - Countertop - Premium grade,Taxable,Yes,1,EA,240,240,
APSMWV+++,Microwave - Countertop - Deluxe grade,Taxable,Yes,1,EA,465,465,
APSMWV-,Microwave - Countertop - Standard grade,Taxable,Yes,1,EA,70,70,
APSPANM,Panini maker,Taxable,Yes,1,EA,46,46,
APSPANM+,Panini maker - High grade,Taxable,Yes,1,EA,100,100,
APSPANM-,Panini maker - Standard grade,Taxable,Yes,1,EA,25,25,
APSPIZO,Pizza oven,Taxable,Yes,1,EA,100,100,
APSPIZO+,Pizza oven - High grade,Taxable,Yes,1,EA,150,150,
APSPIZO-,Pizza oven - Standard grade,Taxable,Yes,1,EA,46,46,
APSPOPM,Popcorn popper / Maker,Taxable,Yes,1,EA,40,40,
APSPOPM+,Popcorn popper / Maker - High grade,Taxable,Yes,1,EA,120,120,
APSPOPM-,Popcorn popper / Maker - Standard grade,Taxable,Yes,1,EA,22,22,
APSRCCS,Rice cooker / Steamer,Taxable,Yes,1,EA,63,63,
APSRCCS+,Rice cooker / Steamer - High grade,Taxable,Yes,1,EA,169,169,
APSRCCS-,Rice cooker / Steamer - Standard grade,Taxable,Yes,1,EA,26,26,
APSRSTR,Restore and repair - APS - Enter price,Taxable,Yes,1,EA,0,0,
APSSANM,Sandwich maker,Taxable,Yes,1,EA,25,25,
APSSANM+,Sandwich maker - High grade,Taxable,Yes,1,EA,39,39,
APSSANM-,Sandwich maker - Standard grade,Taxable,Yes,1,EA,17,17,
APSSKLTE,Frying pan / Pot / Skillet - Electric,Taxable,Yes,1,EA,50,50,
APSSKLTE+,Frying pan / Pot / Skillet - Electric - High grade,Taxable,Yes,1,EA,115,115,
APSSKLTE-,Frying pan / Pot / Skillet - Electric - Standard grade,Taxable,Yes,1,EA,26,26,
APSSLCK,Slow cooker / Crock pot,Taxable,Yes,1,EA,40,40,
APSSLCK+,Slow cooker / Crock pot - High grade,Taxable,Yes,1,EA,98,98,
APSSLCK-,Slow cooker / Crock pot - Standard grade,Taxable,Yes,1,EA,22,22,
APSSLCRE,Slicer - Electric,Taxable,Yes,1,EA,95,95,
APSSLCRE+,Slicer - Electric - High grade,Taxable,Yes,1,EA,195,195,
APSSLCRE++,Slicer - Electric - Premium grade,Taxable,Yes,1,EA,378,378,
APSSLCRE-,Slicer - Electric - Standard grade,Taxable,Yes,1,EA,48,48,
APSSMIX,Stand mixer,Taxable,Yes,1,EA,200,200,
APSSMIX+,Stand mixer - High grade,Taxable,Yes,1,EA,350,350,
APSSMIX++,Stand mixer - Premium grade,Taxable,Yes,1,EA,470,470,
APSSMIX-,Stand mixer - Standard grade,Taxable,Yes,1,EA,80,80,
APSSNCM,Snow cone / Ice shaver / Slushie maker,Taxable,Yes,1,EA,40,40,
APSSNCM+,Snow cone / Ice shaver / Slushie maker - High grade,Taxable,Yes,1,EA,180,180,
APSSNCM-,Snow cone / Ice shaver / Slushie maker - Standard grade,Taxable,Yes,1,EA,20,20,
APSSTMR,Steamer - Clothing / Clothes,Taxable,Yes,1,EA,66,66,
APSSTMR+,Steamer - Clothing / Clothes - High grade,Taxable,Yes,1,EA,155,155,
APSSTMR-,Steamer - Clothing / Clothes - Standard grade,Taxable,Yes,1,EA,30,30,
APSTBTR,Tabletop range / Cooktop / Hot plate,Taxable,Yes,1,EA,65,65,
APSTBTR+,Tabletop range / Cooktop / Hot plate - High grade,Taxable,Yes,1,EA,165,165,
APSTBTR-,Tabletop range / Cooktop / Hot plate - Standard grade,Taxable,Yes,1,EA,23,23,
APSTCV,Convection / Turbo oven,Taxable,Yes,1,EA,110,110,
APSTCV+,Convection / Turbo oven - High grade,Taxable,Yes,1,EA,272,272,
APSTCV-,Convection / Turbo oven - Standard grade,Taxable,Yes,1,EA,75,75,
APSTCVN,Toaster - Conventional,Taxable,Yes,1,EA,35,35,
APSTCVN+,Toaster - Conventional - High grade,Taxable,Yes,1,EA,70,70,
APSTCVN++,Toaster - Conventional - Premium grade,Taxable,Yes,1,EA,200,200,
APSTCVN-,Toaster - Conventional - Standard grade,Taxable,Yes,1,EA,20,20,
APSTOVNB,Toaster - Oven / Broiler,Taxable,Yes,1,EA,55,55,
APSTOVNB+,Toaster - Oven / Broiler - High grade,Taxable,Yes,1,EA,135,135,
APSTOVNB-,Toaster - Oven / Broiler - Standard grade,Taxable,Yes,1,EA,30,30,
APSTRO,Roaster oven,Taxable,Yes,1,EA,65,65,
APSTRO+,Roaster oven - High grade,Taxable,Yes,1,EA,100,100,
APSTRO-,Roaster oven - Standard grade,Taxable,Yes,1,EA,42,42,
APSTROV,Rotisserie oven,Taxable,Yes,1,EA,130,130,
APSTROV+,Rotisserie oven - High grade,Taxable,Yes,1,EA,230,230,
APSTROV-,Rotisserie oven - Standard grade,Taxable,Yes,1,EA,90,90,
APSVACB,Vacuum - Broom / Stick,Taxable,Yes,1,EA,85,85,
APSVACB+,Vacuum - Broom / Stick - High grade,Taxable,Yes,1,EA,155,155,
APSVACB-,Vacuum - Broom / Stick - Standard grade,Taxable,Yes,1,EA,35,35,
APSVACC,Vacuum - Canister,Taxable,Yes,1,EA,150,150,
APSVACC+,Vacuum - Canister - High grade,Taxable,Yes,1,EA,315,315,
APSVACC++,Vacuum - Canister - Premium grade,Taxable,Yes,1,EA,500,500,
APSVACC-,Vacuum - Canister - Standard grade,Taxable,Yes,1,EA,67,67,
APSVACD,Vacuum - Carpet / Floor Cleaner / Deep Cleaner,Taxable,Yes,1,EA,160,160,
APSVACD+,Vacuum - Carpet / Floor Cleaner / Deep Cleaner - High grd,Taxable,Yes,1,EA,300,300,
APSVACD-,Vacuum - Carpet / Floor Cleaner / Deep Cleaner - Std grd,Taxable,Yes,1,EA,90,90,
APSVACH,Vacuum - Handheld / Dustbuster,Taxable,Yes,1,EA,50,50,
APSVACH+,Vacuum - Handheld / Dustbuster - High grade,Taxable,Yes,1,EA,136,136,
APSVACH-,Vacuum - Handheld / Dustbuster - Standard grade,Taxable,Yes,1,EA,25,25,
APSVACHD,Vacuum - Carpet / Floor cleaner - Handheld,Taxable,Yes,1,EA,79,79,
APSVACHD+,Vacuum - Carpet / Floor cleaner - Handheld - High grade,Taxable,Yes,1,EA,133,133,
APSVACHD-,Vacuum - Carpet / Floor cleaner - Handheld - Standard gr.,Taxable,Yes,1,EA,42,42,
APSVACRO,Vacuum - Robotic,Taxable,Yes,1,EA,280,280,
APSVACRO+,Vacuum - Robotic - High grade,Taxable,Yes,1,EA,450,450,
APSVACRO-,Vacuum - Robotic - Standard grade,Taxable,Yes,1,EA,150,150,
APSVACST,Steam cleaner,Taxable,Yes,1,EA,84,84,
APSVACST+,Steam cleaner - High grade,Taxable,Yes,1,EA,127,127,
APSVACST-,Steam cleaner - Standard grade,Taxable,Yes,1,EA,42,42,
APSVACU,Vacuum - Upright,Taxable,Yes,1,EA,142,142,
APSVACU+,Vacuum - Upright - High grade,Taxable,Yes,1,EA,253,253,
APSVACU++,Vacuum - Upright - Premium grade,Taxable,Yes,1,EA,478,478,
APSVACU-,Vacuum - Upright - Standard grade,Taxable,Yes,1,EA,70,70,
APSWAFM,Waffle maker,Taxable,Yes,1,EA,45,45,
APSWAFM+,Waffle maker - High grade,Taxable,Yes,1,EA,86,86,
APSWAFM-,Waffle maker - Standard grade,Taxable,Yes,1,EA,26,26,
APSWATP,Water purifier,Taxable,Yes,1,EA,85,85,
APSWATP+,Water purifier - High grade,Taxable,Yes,1,EA,140,140,
APSWATP++,Water purifier - Premium grade,Taxable,Yes,1,EA,272,272,
APSWATP-,Water purifier - Standard grade,Taxable,Yes,1,EA,30,30,
APSWRMT,Warming tray,Taxable,Yes,1,EA,76,76,
APSWRMT+,Warming tray - High grade,Taxable,Yes,1,EA,135,135,
APSWRMT-,Warming tray - Standard grade,Taxable,Yes,1,EA,50,50,
APSYOGM,Yogurt machine,Taxable,Yes,1,EA,36,36,
APSYOGM+,Yogurt machine - High grade,Taxable,Yes,1,EA,60,60,
APSYOGM-,Yogurt machine - Standard grade,Taxable,Yes,1,EA,23,23,
ARTARTC,Art commissioned - Bid item,Taxable,Yes,1,EA,0,0,
ARTARTP,Painting - Artwork,Taxable,Yes,1,EA,138,138,
ARTARTP+,Painting - Artwork - High grade,Taxable,Yes,1,EA,245,245,
ARTARTP++,Painting - Artwork - Premium grade,Taxable,Yes,1,EA,465,465,
ARTARTP+++,Painting - Artwork - Deluxe grade,Taxable,Yes,1,EA,819,819,
ARTARTP-,Painting - Artwork - Standard grade,Taxable,Yes,1,EA,56,56,
ARTARTPT,Paintings & tapestries - Enter price,Taxable,Yes,1,EA,0,0,
ARTARTW,Artwork & wall decor - Enter price,Taxable,Yes,1,EA,0,0,
ARTHCPH,Poster,Taxable,Yes,1,EA,18,18,
ARTHCPH+,Poster - High grade,Taxable,Yes,1,EA,30,30,
ARTHCPH-,Poster - Standard grade,Taxable,Yes,1,EA,9,9,
ARTLITH,Lithograph,Taxable,Yes,1,EA,120,120,
ARTLITH+,Lithograph - High grade,Taxable,Yes,1,EA,378,378,
ARTLITH-,Lithograph - Standard grade,Taxable,Yes,1,EA,45,45,
ARTPRNT,Framed artwork / print,Taxable,Yes,1,EA,53,53,
ARTPRNT+,Framed artwork / print - High grade,Taxable,Yes,1,EA,125,125,
ARTPRNT++,Framed artwork / print - Premium grade,Taxable,Yes,1,EA,250,250,
ARTPRNT-,Framed artwork / print - Standard grade,Taxable,Yes,1,EA,26,26,
ARTTPST,Tapestry,Taxable,Yes,1,EA,149,149,
ARTTPST+,Tapestry - High grade,Taxable,Yes,1,EA,400,400,
ARTTPST-,Tapestry - Standard grade,Taxable,Yes,1,EA,39,39,
ARTWDEC,Wall decor,Taxable,Yes,1,EA,45,45,
ARTWDEC+,Wall decor - High grade,Taxable,Yes,1,EA,100,100,
ARTWDEC++,Wall decor - Premium grade,Taxable,Yes,1,EA,250,250,
ARTWDEC-,Wall decor - Standard grade,Taxable,Yes,1,EA,15,15,
AWNPCCM,Motor for retractable canvas awning,Taxable,Yes,1,EA,495.8,495.8,
AWNWINACLR,Awning - Alum. or steel - /add for each color stripe,Taxable,Yes,1,EA,5.5,5.5,
AWNWINCM,Motorization kit for canvas retractable awning,Taxable,Yes,1,EA,546,546,
BGEARTB,Business fine art,Taxable,Yes,1,EA,0,0,
BGECMPB,Business computer / Cash register,Taxable,Yes,1,EA,0,0,
BGEELCB,Business electronics,Taxable,Yes,1,EA,0,0,
BGEEQAF,Agricultural/Farm equipment,Taxable,Yes,1,EA,0,0,
BGEEQHE,Heavy equipment,Taxable,Yes,1,EA,0,0,
BGEEQMD,Medical/Dental equipment,Taxable,Yes,1,EA,0,0,
BGEEQME,Plant/Manufacturing equipment,Taxable,Yes,1,EA,0,0,
BGEEQMSC,Other business equipment,Taxable,Yes,1,EA,0,0,
BGEEQOF,Business office furniture / supplies,Taxable,Yes,1,EA,0,0,
BGEEQRS,Restaurant/Commercial kitchen equipment,Taxable,Yes,1,EA,0,0,
BGEEQTL,Commercial tools,Taxable,Yes,1,EA,0,0,
BGEINVFG,Finish goods inventory,Taxable,Yes,1,EA,0,0,
BGEINVGIP,Goods in process,Taxable,Yes,1,EA,0,0,
BGEINVINV,Stock/Inventory,Taxable,Yes,1,EA,0,0,
BGEINVRAW,Raw materials,Taxable,Yes,1,EA,0,0,
BGELSTK,Livestock,Taxable,Yes,1,EA,0,0,
BGERSTR,Restore and repair - BGE - Enter price,Taxable,Yes,1,EA,0,0,
BGEVALPR,"Business valuable papers, documents",Taxable,Yes,1,EA,0,0,
BGEVMDM,Drink vending machine,Taxable,Yes,1,EA,4400,"4,400.00",
BGEVMDM+,Drink vending machine - High grade,Taxable,Yes,1,EA,6200,"6,200.00",
BGEVMDM-,Drink vending machine - Standard grade,Taxable,Yes,1,EA,3100,"3,100.00",
BGEVMGB,Candy vending machine,Taxable,Yes,1,EA,460,460,
BGEVMGB+,Candy vending machine - High grade,Taxable,Yes,1,EA,1750,"1,750.00",
BGEVMGB-,Candy vending machine - Standard grade,Taxable,Yes,1,EA,140,140,
BGEVMSM,Snack vending machine,Taxable,Yes,1,EA,3500,"3,500.00",
BGEVMSM+,Snack vending machine - High grade,Taxable,Yes,1,EA,4900,"4,900.00",
BGEVMSM-,Snack vending machine - Standard grade,Taxable,Yes,1,EA,2400,"2,400.00",
BMPALLOW,Appearance allowance - BMP - Enter price,Taxable,Yes,1,EA,0,0,
BMPCFET,Coffee table book,Taxable,Yes,1,EA,18,18,
BMPCFET+,Coffee table book - High grade,Taxable,Yes,1,EA,33,33,
BMPCFET++,Coffee table book - Premium grade,Taxable,Yes,1,EA,47,47,
BMPCFET+++,Coffee table book - Deluxe grade,Taxable,Yes,1,EA,85,85,
BMPCFET-,Coffee table book - Standard grade,Taxable,Yes,1,EA,13,13,
BMPCHLD,Children's book,Taxable,Yes,1,EA,8,8,
BMPCHLD+,Children's book - High grade,Taxable,Yes,1,EA,10,10,
BMPCHLD++,Children's book - Premium grade,Taxable,Yes,1,EA,15,15,
BMPCHLD+++,Children's book - Deluxe grade,Taxable,Yes,1,EA,24,24,
BMPCHLD-,Children's book - Standard grade,Taxable,Yes,1,EA,5,5,
BMPCOOK,Cookbook,Taxable,Yes,1,EA,15,15,
BMPCOOK+,Cookbook - High grade,Taxable,Yes,1,EA,31,31,
BMPCOOK-,Cookbook - Standard grade,Taxable,Yes,1,EA,9,9,
BMPHRDN,Hardback book,Taxable,Yes,1,EA,20,20,
BMPHRDN+,Hardback book - High grade,Taxable,Yes,1,EA,36,36,
BMPHRDN++,Hardback book - Premium grade,Taxable,Yes,1,EA,67,67,
BMPHRDN-,Hardback book - Standard grade,Taxable,Yes,1,EA,10,10,
BMPMAG,Magazine,Taxable,Yes,1,EA,5,5,
BMPPERI,Periodical,Taxable,Yes,1,EA,0,0,
BMPPPRN,Paperback book,Taxable,Yes,1,EA,9,9,
BMPPPRN+,Paperback book - High grade,Taxable,Yes,1,EA,12,12,
BMPPPRN++,Paperback book - Premium grade,Taxable,Yes,1,EA,17,17,
BMPPPRN-,Paperback book - Standard grade,Taxable,Yes,1,EA,5,5,
BMPRSTR,Restore and repair - BMP - Enter price,Taxable,Yes,1,EA,0,0,
BMPTXT,Textbook,Taxable,Yes,1,EA,62,62,
BMPTXT+,Textbook - High grade,Taxable,Yes,1,EA,99,99,
BMPTXT++,Textbook - Premium grade,Taxable,Yes,1,EA,150,150,
BMPTXT+++,Textbook - Deluxe grade,Taxable,Yes,1,EA,290,290,
BMPTXT-,Textbook - Standard grade,Taxable,Yes,1,EA,50,50,
CABCTSNKB,Sink - Bar - solid surface,Taxable,Yes,1.000009071,EA,360.4,360.4,
CABCTSSKIT,Countertop - solid surface - Seaming kit,Taxable,Yes,1.111116193,EA,19.08,21.20*,
CABGL,Cabinetry - glass doors - frosted/etched/beveled,Taxable,Yes,1,EA,45.09,45.09,
CABGL+,Cabinetry - glass doors - leaded,Taxable,Yes,1,EA,64.86,64.86,
CABLZS,Lazy susan kit,Taxable,Yes,0.999989598,EA,96.131,96.13,
CABLZS+,"Lazy susan kit - wood shelves - 32""",Taxable,Yes,1,EA,207.36,207.36,
CABLZS++,"Lazy susan kit - metal chrome shelves - 32""",Taxable,Yes,1,EA,328,328,
CABRLOUT,Additional cost for factory-installed roll-out shelf,Taxable,Yes,1,EA,81.8,81.8,
CABSNKD,Sink - double - solid surface material,Taxable,Yes,1.000003976,EA,579.811,579.81,
CABSNKS,Sink - single - solid surface material,Taxable,Yes,1.000000673,EA,487.883,487.88,
CABSPR,Spice rack - pull out,Taxable,Yes,1.000034017,EA,146.985,146.99,
CABTIPOUT,Tip out sink front tray(s) with hinges,Taxable,Yes,1,EA,28.3,28.3,
CABTRASHBN,Pull out trash bin with hardware,Taxable,Yes,1,EA,92.72,92.72,
CASGC,Gift certificates,Taxable,Yes,1,EA,0,0,
CASMON,"Cash, currency, money, bank notes, bullion, and coins",Taxable,Yes,1,EA,0,0,
CASSEC,"Securities, accounts, and deeds",Taxable,Yes,1,EA,0,0,
CCE35MM,35mm film - Color - 3-4 pk,Taxable,Yes,1,EA,6.9,6.9,
CCE35MM+,35mm film - Color - 3-4 pk - High grade,Taxable,Yes,1,EA,11.45,11.45,
CCE35MM-,35mm film - Color - 3-4 pk - Standard grade,Taxable,Yes,1,EA,3.4,3.4,
CCEALLOW,Appearance allowance - CCE - Enter price,Taxable,Yes,1,EA,0,0,
CCEBABK,Camera / Camcorder - Bag / Backpack / Sling,Taxable,Yes,1,EA,85,85,
CCEBABK+,Camera / Camcorder - Bag / Backpack / Sling - High grd,Taxable,Yes,1,EA,225,225,
CCEBABK-,Camera / Camcorder - Bag / Backpack / Sling - Std grd,Taxable,Yes,1,EA,30,30,
CCEBAPR,Camera / Camcorder - Body protector armor,Taxable,Yes,1,EA,35,35,
CCEBAPR+,Camera / Camcorder - Body protector armor - High grade,Taxable,Yes,1,EA,80,80,
CCEBAPR-,Camera / Camcorder - Body protector armor - Standard grade,Taxable,Yes,1,EA,16,16,
CCEBASL,Camera / Camcorder - Sleeve / Pouch,Taxable,Yes,1,EA,15,15,
CCEBASL+,Camera / Camcorder - Sleeve / Pouch - High grade,Taxable,Yes,1,EA,32,32,
CCEBASL-,Camera / Camcorder - Sleeve / Pouch - Standard grade,Taxable,Yes,1,EA,9,9,
CCEBATCH,Camera / Camcorder - Battery charger,Taxable,Yes,1,EA,26,26,
CCEBATCH+,Camera / Camcorder - Battery charger - High grade,Taxable,Yes,1,EA,65,65,
CCEBATCH-,Camera / Camcorder - Battery charger - Standard grade,Taxable,Yes,1,EA,10,10,
CCEBATT,Camera / Camcorder - Battery,Taxable,Yes,1,EA,19,19,
CCEBATT+,Camera / Camcorder - Battery - High grade,Taxable,Yes,1,EA,55,55,
CCEBATT-,Camera / Camcorder - Battery - Standard grade,Taxable,Yes,1,EA,11,11,
CCEBAWP,Camera / Camcorder - Waterproof housing,Taxable,Yes,1,EA,150,150,
CCEBAWP+,Camera / Camcorder - Waterproof housing - High grade,Taxable,Yes,1,EA,300,300,
CCEBAWP++,Camera / Camcorder - Waterproof housing - Premium grade,Taxable,Yes,1,EA,600,600,
CCEBAWP-,Camera / Camcorder - Waterproof housing - Standard grade,Taxable,Yes,1,EA,40,40,
CCECCE,Cameras & camcorders - Enter price,Taxable,Yes,1,EA,0,0,
CCECCEF,Flashes & accessories - Enter price,Taxable,Yes,1,EA,0,0,
CCECLFE,Camera / Camcorder - Fisheye Lens,Taxable,Yes,1,EA,300,300,
CCECLFE+,Camera / Camcorder - Fisheye Lens - High grade,Taxable,Yes,1,EA,700,700,
CCECLFE-,Camera / Camcorder - Fisheye Lens - Standard grade,Taxable,Yes,1,EA,100,100,
CCECLMA,Camera / Camcorder - Macro Lens,Taxable,Yes,1,EA,510,510,
CCECLMA+,Camera / Camcorder - Macro Lens - High grade,Taxable,Yes,1,EA,1300,"1,300.00",
CCECLMA-,Camera / Camcorder - Macro Lens - Standard grade,Taxable,Yes,1,EA,200,200,
CCECLTP,Camera / Camcorder - Telephoto Lens,Taxable,Yes,1,EA,700,700,
CCECLTP+,Camera / Camcorder - Telephoto Lens - High grade,Taxable,Yes,1,EA,1750,"1,750.00",
CCECLTP-,Camera / Camcorder - Telephoto Lens - Standard grade,Taxable,Yes,1,EA,200,200,
CCECLWA,Camera / Camcorder - Wide Angle Lens,Taxable,Yes,1,EA,500,500,
CCECLWA+,Camera / Camcorder - Wide Angle Lens - High grade,Taxable,Yes,1,EA,1650,"1,650.00",
CCECLWA-,Camera / Camcorder - Wide Angle Lens - Standard grade,Taxable,Yes,1,EA,250,250,
CCECMDI,Camera - Digital / Point and shoot,Taxable,Yes,1,EA,130,130,
CCECMDI+,Camera - Digital / Point and shoot - High grade,Taxable,Yes,1,EA,250,250,
CCECMDI++,Camera - Digital / Point and shoot - Premium grade,Taxable,Yes,1,EA,350,350,
CCECMDI+++,Camera - Digital / Point and shoot - Deluxe grade,Taxable,Yes,1,EA,550,550,
CCECMDI-,Camera - Digital / Point and shoot - Standard grade,Taxable,Yes,1,EA,65,65,
CCECMDO,Camera - Digital SLR - Body only,Taxable,Yes,1,EA,700,700,
CCECMDO+,Camera - Digital SLR - Body only - High grade,Taxable,Yes,1,EA,1300,"1,300.00",
CCECMDO++,Camera - Digital SLR - Body only - Premium grade,Taxable,Yes,1,EA,2600,"2,600.00",
CCECMDO+++,Camera - Digital SLR - Body only - Deluxe grade,Taxable,Yes,1,EA,5500,"5,500.00",
CCECMDO-,Camera - Digital SLR - Body only - Standard grade,Taxable,Yes,1,EA,460,460,
CCECMDS,Camera - Digital SLR - Body & lens,Taxable,Yes,1,EA,689,689,
CCECMDS+,Camera - Digital SLR - Body & lens - High grade,Taxable,Yes,1,EA,1200,"1,200.00",
CCECMDS++,Camera - Digital SLR - Body & lens - Premium grade,Taxable,Yes,1,EA,2960,"2,960.00",
CCECMDS-,Camera - Digital SLR - Body & lens - Standard grade,Taxable,Yes,1,EA,480,480,
CCECMPT,Camera - 35 mm point and shoot,Taxable,Yes,1,EA,40,40,
CCECMSK,Camera - 35 mm SLR - Body & lens,Taxable,Yes,1,EA,250,250,
CCECRAC,Action cam,Taxable,Yes,1,EA,100,100,
CCECRAC+,Action cam - High grade,Taxable,Yes,1,EA,200,200,
CCECRAC-,Action cam - Standard grade,Taxable,Yes,1,EA,50,50,
CCECRDH,Camcorder - Digital - Traditional,Taxable,Yes,1,EA,250,250,
CCECRDH+,Camcorder - Digital - Traditional - High grade,Taxable,Yes,1,EA,400,400,
CCECRDH++,Camcorder - Digital - Traditional - Premium grade,Taxable,Yes,1,EA,720,720,
CCECRDH+++,Camcorder - Digital - Traditional - Deluxe grade,Taxable,Yes,1,EA,1050,"1,050.00",
CCECRDH-,Camcorder - Digital - Traditional - Standard grade,Taxable,Yes,1,EA,130,130,
CCEFLASH,Camera / Camcorder - Flash,Taxable,Yes,1,EA,115,115,
CCEFLASH+,Camera / Camcorder - Flash - High grade,Taxable,Yes,1,EA,235,235,
CCEFLASH++,Camera / Camcorder - Flash - Premium grade,Taxable,Yes,1,EA,568,568,
CCEFLASH-,Camera / Camcorder - Flash - Standard grade,Taxable,Yes,1,EA,46,46,
CCELNSA,Camera - Lens,Taxable,Yes,1,EA,365,365,
CCELNSA+,Camera - Lens - High grade,Taxable,Yes,1,EA,687,687,
CCELNSA++,Camera - Lens - Premium grade,Taxable,Yes,1,EA,1408,"1,408.00",
CCELNSA+++,Camera - Lens - Deluxe grade,Taxable,Yes,1,EA,2620,"2,620.00",
