Code,Description,Tax Status,Contractor Supplied,Quantity,Unit,Unit Price,Total,Request third-party pricing
DORJX7,"Wood door jamb stock - exterior - finger jointed, 7 1/4""",Taxable,Yes,1.052246581,LF,5.18,5.45*,
DORJX7H,"Wood door jamb stock - exterior - hardwood, 7 1/4""",Taxable,Yes,1.052544229,LF,9.75,10.26*,
DORLBL,Door lite with encased blinds - full lite,Taxable,Yes,1,EA,297.04,297.04,
DORLBL1/2,Door lite with encased blinds - half lite,Taxable,Yes,1,EA,225.2,225.2,
DORLBLSL,Lite with encased blinds - sidelite,Taxable,Yes,1,EA,148.89,148.89,
DORLVR,Full louvered fir door - paint-grade jamb,Taxable,Yes,1.000002353,EA,375.817,375.82,
DORLVR1/2,Half louvered fir door - paint-grade jamb,Taxable,Yes,1.000008088,EA,409.114,409.12*,
DORMAH,Interior door - mahogany - pre-hung unit,Taxable,Yes,2.999981106,EA,158.636,475.91,
DORMAH-,Interior door - mahogany - slab only,Taxable,Yes,3.999942413,EA,85.29,341.16,
DORMAHDH,Interior double door - mahogany - pre-hung unit,Taxable,Yes,0.999995542,EA,210.994,210.99,
DORMAHP,Interior door - solid mahogany - paneled - pre-hung unit,Taxable,Yes,1.000002244,EA,607.1,607.1,
DORMAHP-,Interior door - solid mahogany - paneled - slab only,Taxable,Yes,0.999997686,EA,432.071,432.07,
DORMAHP8,"Interior door, 8' - solid mahogany - paneled - pre-hung unit",Taxable,Yes,1.000003657,EA,934.593,934.60*,
DORMAHP8-,"Interior door, 8' - solid mahogany - paneled - slab only",Taxable,Yes,0.99999597,EA,744.333,744.33,
DORMAHPD,Interior double door - solid mahogany - panel - pre-hung,Taxable,Yes,0.999996343,EA,943.939,943.94,
DORMAHPX,Exterior door - solid mahogany - paneled,Taxable,Yes,0.999997735,EA,1632.517,"1,632.51*",
DORMAHPX8,"Exterior door, 8' - solid mahogany - paneled",Taxable,Yes,1.000001791,EA,1747.133,"1,747.14*",
DORMAHPXD,Exterior double door - mahogany - paneled - no casing,Taxable,Yes,0.99999996,EA,2457,"2,457.00",
DORMAHPXD8,"Exterior double door, 8' - mahogany - paneled - no casing",Taxable,Yes,1.000001529,EA,2581,"2,581.00",
DORMAHPXS,Exterior door - solid mahogany - paneled - slab only,Taxable,Yes,0.999996857,EA,954.473,954.47,
DORMAHPXS8,"Exterior door, 8' - solid mahogany - paneled - slab only",Taxable,Yes,1,EA,1049.92,"1,049.92",
DOROAK,Interior door - oak - flush - pre-hung unit,Taxable,Yes,4.000032711,EA,195.967,783.87,
DOROAK-,Interior door - oak - flush - slab only,Taxable,Yes,1,EA,108.15,108.15,
DOROAKDH,Interior double door - oak - flush - pre-hung unit,Taxable,Yes,0.999991447,EA,287.806,287.80*,
DOROAKP,Interior door - solid oak - paneled,Taxable,Yes,0.999993113,EA,501.116,501.11*,
DOROAKP-,Interior door - solid oak - paneled - slab only,Taxable,Yes,1.000015772,EA,317.025,317.03,
DOROAKP8,"Interior door, 8' - solid oak - paneled - pre-hung unit",Taxable,Yes,1.000001046,EA,762.896,762.9,
DOROAKP8-,"Interior door, 8' - solid oak - paneled - slab only",Taxable,Yes,0.999996188,EA,524.602,524.6,
DOROAKPD,Interior double door - solid oak - paneled - pre-hung unit,Taxable,Yes,1.000004193,EA,801.041,801.04,
DOROH10,"O.H. door & hdwre, 10' x 7' - standard gauge metal & hdwre",Taxable,Yes,1,EA,867.58,867.58,
DOROH10+,"O.H. door & hdwre, 10' x 7' - insulated - hvy mtl & hdwre",Taxable,Yes,0.99999917,EA,1204.101,"1,204.10",
DOROH10++,"O.H. door & hdwre, 10' x 7' - insulated - hvy mtl",Taxable,Yes,1,EA,1372.4,"1,372.40",
DOROH10++>,"O.H. door & hdwre, 10' x 8' - insulated - hvy mtl",Taxable,Yes,0.999997948,EA,1461.883,"1,461.88",
DOROH10+>,"O.H. door & hdwre, 10' x 8' - insulated - hvy mtl & hdwre",Taxable,Yes,1.000003761,EA,1329.465,"1,329.47",
DOROH10-,"O.H. door & hdwre, 10' x 7' - light gauge metal & hdwre",Taxable,Yes,0.999998574,EA,701.401,701.4,
DOROH10->,"O.H. door & hdwre, 10' x 8' - light gauge metal & hdwre",Taxable,Yes,1.000003357,EA,893.607,893.61,
DOROH101,"O.H. door & hdwre, 10' x 10' - standard gauge metal & hdwre",Taxable,Yes,1,EA,1395.18,"1,395.18",
DOROH101+,"O.H. door & hdwre, 10' x 10' - insulated - hvy mtl & hdwre",Taxable,Yes,1.000001286,EA,1554.918,"1,554.92",
DOROH101++,"O.H. door & hdwre, 10' x 10' - insulated - hvy mtl",Taxable,Yes,1.000002779,EA,1799.095,"1,799.10",
DOROH101-,"O.H. door & hdwre, 10' x 10' - light gauge metal & hdwre",Taxable,Yes,1,EA,1263.75,"1,263.75",
DOROH109,"O.H. door & hdwre, 10' x 9' - standard gauge metal & hdwre",Taxable,Yes,1.00000227,EA,1321.377,"1,321.38",
DOROH109+,"O.H. door & hdwre, 10' x 9' - insulated - hvy mtl & hdwre",Taxable,Yes,0.999997972,EA,1479.093,"1,479.09",
DOROH109++,"O.H. door & hdwre, 10' x 9' - insulated - hvy mtl",Taxable,Yes,0.999998221,EA,1686.163,"1,686.16",
DOROH109-,"O.H. door & hdwre, 10' x 9' - light gauge metal & hdwre",Taxable,Yes,1.000005432,EA,920.415,920.42,
DOROH10>,"O.H. door & hdwre, 10' x 8' - standard gauge metal & hdwre",Taxable,Yes,1.000004029,EA,1241.005,"1,241.01",
DOROH12,"O.H. door & hdwre, 12' x 7' - standard gauge metal & hdwre",Taxable,Yes,0.999998923,EA,928.311,928.31,
DOROH12+,"O.H. door & hdwre, 12' x 7' - insulated - hvy mtl & hdwre",Taxable,Yes,1.000001552,EA,1288.388,"1,288.39",
DOROH12++,"O.H. door & hdwre, 12' x 7' - insulated - hvy mtl",Taxable,Yes,1.000001348,EA,1484.148,"1,484.15",
DOROH12++>,"O.H. door & hdwre, 12' x 8' - insulated - hvy mtl",Taxable,Yes,1.000001268,EA,1577.128,"1,577.13",
DOROH12+>,"O.H. door & hdwre, 12' x 8' - insulated - hvy mtl & hdwre",Taxable,Yes,0.999997224,EA,1440.674,"1,440.67",
DOROH12-,"O.H. door & hdwre, 12' x 7' - light gauge metal & hdwre",Taxable,Yes,0.999998668,EA,750.501,750.5,
DOROH12->,"O.H. door & hdwre, 12' x 8' - light gauge metal & hdwre",Taxable,Yes,0.999995957,EA,989.384,989.38,
DOROH12>,"O.H. door & hdwre, 12' x 8' - standard gauge metal & hdwre",Taxable,Yes,1.000003765,EA,1327.875,"1,327.88",
DOROH16,"O.H. door & hdwre, 16' x 7' - standard gauge metal & hdwre",Taxable,Yes,1,EA,1103.34,"1,103.34",
DOROH16+,"O.H. door & hdwre, 16' x 7' - insulated - hvy mtl & hdwre",Taxable,Yes,1.000001996,EA,1503.357,"1,503.36",
DOROH16++,"O.H. door & hdwre, 16' x 7' - insulated - hvy mtl",Taxable,Yes,0.99999889,EA,1801.602,"1,801.60",
DOROH16++>,"O.H. door & hdwre, 16' x 8' - insulated - hvy mtl",Taxable,Yes,1.000000518,EA,1929.999,"1,930.00",
DOROH16+>,"O.H. door & hdwre, 16' x 8' - insulated - hvy mtl & hdwre",Taxable,Yes,0.999999391,EA,1642.031,"1,642.03",
DOROH16-,"O.H. door & hdwre, 16' x 7' - light gauge metal & hdwre",Taxable,Yes,0.999995598,EA,908.634,908.63,
DOROH16->,"O.H. door & hdwre, 16' x 8' - light gauge metal & hdwre",Taxable,Yes,0.99999824,EA,1136.442,"1,136.44",
DOROH16>,"O.H. door & hdwre, 16' x 8' - standard gauge metal & hdwre",Taxable,Yes,1.000001292,EA,1548.458,"1,548.46",
DOROH18,"O.H. door & hdwre, 18' x 7' - standard gauge metal & hdwre",Taxable,Yes,0.999998415,EA,1261.702,"1,261.70",
DOROH18+,"O.H. door & hdwre, 18' x 7' - insulated - hvy mtl & hdwre",Taxable,Yes,1.000001238,EA,1616.068,"1,616.07",
DOROH18++,"O.H. door & hdwre, 18' x 7' - insulated - hvy mtl",Taxable,Yes,0.999998999,EA,1998.812,"1,998.81",
DOROH18++>,"O.H. door & hdwre, 18' x 8' - insulated - hvy mtl",Taxable,Yes,1.00000214,EA,2336.485,"2,336.49",
DOROH18+>,"O.H. door & hdwre, 18' x 8' - insulated - hvy mtl & hdwre",Taxable,Yes,0.999999447,EA,1809.701,"1,809.70",
DOROH18-,"O.H. door & hdwre, 18' x 7' - light gauge metal & hdwre",Taxable,Yes,0.999996387,EA,1107.234,"1,107.23",
DOROH18->,"O.H. door & hdwre, 18' x 8' - light gauge metal & hdwre",Taxable,Yes,1.000002308,EA,1299.567,"1,299.57",
DOROH18>,"O.H. door & hdwre, 18' x 8' - standard gauge metal & hdwre",Taxable,Yes,0.999998199,EA,1665.393,"1,665.39",
DOROH8,"O.H. door & hdwre, 8' x 7' - standard gauge metal & hdwre",Taxable,Yes,1,EA,748.14,748.14,
DOROH8+,"O.H. door & hdwre, 8' x 7' - insulated - heavy mtl & hdwre",Taxable,Yes,1.000000959,EA,1043.139,"1,043.14",
DOROH8++,"O.H. door & hdwre, 8' x 7' - insulated - hvy mtl",Taxable,Yes,1,EA,1207.53,"1,207.53",
DOROH8++>,"O.H. door & hdwre, 8' x 8' - insulated - hvy mtl",Taxable,Yes,1.00000391,EA,1278.915,"1,278.92",
DOROH8+>,"O.H. door & hdwre, 8' x 8' - insulated - heavy mtl & hdwre",Taxable,Yes,0.999997439,EA,1171.483,"1,171.48",
DOROH8-,"O.H. door & hdwre, 8' x 7' - light gauge metal & hdwre",Taxable,Yes,0.999998288,EA,584.121,584.12,
DOROH8->,"O.H. door & hdwre, 8' x 8' - light gauge metal & hdwre",Taxable,Yes,0.999994809,EA,770.584,770.58,
DOROH81,"O.H. door & hdwre, 8' x 10' - standard gauge metal & hdwre",Taxable,Yes,1.000001635,EA,1223.578,"1,223.58",
DOROH81+,"O.H. door & hdwre, 8' x 10' - insulated - heavy mtl & hdwre",Taxable,Yes,1,EA,1364.85,"1,364.85",
DOROH81++,"O.H. door & hdwre, 8' x 10' - insulated - hvy mtl",Taxable,Yes,1,EA,1556.36,"1,556.36",
DOROH81-,"O.H. door & hdwre, 8' x 10' - light gauge metal & hdwre",Taxable,Yes,1.000003704,EA,1079.806,"1,079.81",
DOROH89,"O.H. door & hdwre, 8' x 9' - standard gauge metal & hdwre",Taxable,Yes,1.000003544,EA,1128.596,"1,128.60",
DOROH89+,"O.H. door & hdwre, 8' x 9' - insulated - heavy mtl & hdwre",Taxable,Yes,1.000003849,EA,1299.135,"1,299.14",
DOROH89++,"O.H. door & hdwre, 8' x 9' - insulated - hvy mtl",Taxable,Yes,1,EA,1415.4,"1,415.40",
DOROH89-,"O.H. door & hdwre, 8' x 9' - light gauge metal & hdwre",Taxable,Yes,0.99999748,EA,793.702,793.7,
DOROH8>,"O.H. door & hdwre, 8' x 8' - standard gauge metal & hdwre",Taxable,Yes,0.999996277,EA,1074.434,"1,074.43",
DOROH9,"O.H. door & hdwre, 9' x 7' - standard gauge metal & hdwre",Taxable,Yes,0.999997533,EA,810.822,810.82,
DOROH9+,"O.H. door & hdwre, 9' x 7' - insulated - heavy mtl & hdwre",Taxable,Yes,1.000004531,EA,1103.445,"1,103.45",
DOROH9++,"O.H. door & hdwre, 9' x 7' - insulated - hvy mtl",Taxable,Yes,1,EA,1253.64,"1,253.64",
DOROH9++>,"O.H. door & hdwre, 9' x 8' - insulated - hvy mtl",Taxable,Yes,1.000002253,EA,1331.487,"1,331.49",
DOROH9+>,"O.H. door & hdwre, 9' x 8' - insulated - heavy mtl & hdwre",Taxable,Yes,0.999999174,EA,1210.501,"1,210.50",
DOROH9-,"O.H. door & hdwre, 9' x 7' - light gauge metal & hdwre",Taxable,Yes,1.000007628,EA,655.515,655.52,
DOROH9->,"O.H. door & hdwre, 9' x 8' - light gauge metal & hdwre",Taxable,Yes,1.000003592,EA,835.147,835.15,
DOROH91,"O.H. door & hdwre, 9' x 10' - standard gauge metal & hdwre",Taxable,Yes,1,EA,1273.86,"1,273.86",
DOROH91+,"O.H. door & hdwre, 9' x 10' - insulated - heavy mtl & hdwre",Taxable,Yes,0.999997886,EA,1419.443,"1,419.44",
DOROH91++,"O.H. door & hdwre, 9' x 10' - insulated - hvy mtl",Taxable,Yes,1.000000607,EA,1648.519,"1,648.52",
DOROH91-,"O.H. door & hdwre, 9' x 10' - light gauge metal & hdwre",Taxable,Yes,1,EA,1152.54,"1,152.54",
DOROH99,"O.H. door & hdwre, 9' x 9' - standard gauge metal & hdwre",Taxable,Yes,0.99999834,EA,1205.112,"1,205.11",
DOROH99+,"O.H. door & hdwre, 9' x 9' - insulated - heavy mtl & hdwre",Taxable,Yes,1.000002219,EA,1351.707,"1,351.71",
DOROH99++,"O.H. door & hdwre, 9' x 9' - insulated - hvy mtl",Taxable,Yes,0.999997411,EA,1544.884,"1,544.88",
DOROH99-,"O.H. door & hdwre, 9' x 9' - light gauge metal & hdwre",Taxable,Yes,0.999998837,EA,860.201,860.2,
DOROH9>,"O.H. door & hdwre, 9' x 8' - standard gauge metal & hdwre",Taxable,Yes,1.00000088,EA,1136.549,"1,136.55",
DOROHBPS,Overhead door bottom panel weather seal,Taxable,Yes,1.11035461,LF,2.25,2.5,
DOROHBPT,"Overhead door ""T"" track - per lineal foot",Taxable,Yes,1.051914894,LF,3.5,3.68,
DOROHDWS,PVC weather seal for overhead door - per lineal foot,Taxable,Yes,1.109090909,LF,1.1,1.22,
DOROHH10,"O.H. door & hdwre, 10' x 7' - hardwood overlay",Taxable,Yes,1,EA,5307.89,"5,307.89",
DOROHH10>,"O.H. door & hdwre, 10' x 8' - hardwood overlay",Taxable,Yes,1,EA,5846,"5,846.00",
DOROHH12,"O.H. door & hdwre, 12' x 7' - hardwood overlay",Taxable,Yes,1,EA,6434.75,"6,434.75",
DOROHH12>,"O.H. door & hdwre, 12' x 8' - hardwood overlay",Taxable,Yes,1,EA,6820.85,"6,820.85",
DOROHH16,"O.H. door & hdwre, 16' x 7' - hardwood overlay",Taxable,Yes,0.999999412,EA,6803.774,"6,803.77",
DOROHH16>,"O.H. door & hdwre, 16' x 8' - hardwood overlay",Taxable,Yes,1,EA,7212,"7,212.00",
DOROHH18,"O.H. door & hdwre, 18' x 7' - hardwood overlay",Taxable,Yes,1.000000503,EA,7955.786,"7,955.79",
DOROHH18>,"O.H. door & hdwre, 18' x 8' - hardwood overlay",Taxable,Yes,1.000000461,EA,8685.726,"8,685.73",
DOROHINSK,Overhead door insulation kit,Taxable,Yes,1,EA,109,109,
DOROHO,Overhead (garage) door opener - Up to 1/2 HP,Taxable,Yes,1.000008231,EA,242.998,243,
DOROHO+,Overhead (garage) door opener - 1/2 or 3/4 HP - High grade,Taxable,Yes,1,EA,289.99,289.99,
DOROHO++,Overhead (garage) door opener -screw/belt dr - 3/4 HP - Prem,Taxable,Yes,1,EA,322,322,
DOROHO+++,Overhead (garage) door opener - up to 1 1/4 HP (Wi-Fi),Taxable,Yes,1.000002438,EA,410.119,410.12,
DOROHO-,Overhead (garage) door opener - up to 1/2 HP - chain,Taxable,Yes,1,EA,179.99,179.99,
DOROHOCH,"Overhead door opener - Hoist/Jack, 1/2 hp, 500 lb, Comm.",Taxable,Yes,1,EA,780.15,780.15,
DOROHOCH+,"Overhead door opener - Hoist/Jack, 1 hp, 1000+ lb, Comm.",Taxable,Yes,1,EA,1667.89,"1,667.89",
DOROHOCT,"Overhead door opener - Trolley, 1/2 hp, 500 lb max - Comm.",Taxable,Yes,1,EA,590.57,590.57,
DOROHOCT+,"Overhead door opener - Trolley, 1 hp, 1000+ lb max - Comm",Taxable,Yes,1,EA,1325,"1,325.00",
DOROHOKP,Wireless keyless entry pad for overhead door opener,Taxable,Yes,1,EA,47.99,47.99,
DOROHORM,Remote unit for overhead door opener - cost per additional,Taxable,Yes,1,EA,37.99,37.99,
DOROHOS,Garage door opener safety sensors - pair,Taxable,Yes,1,EA,48.49,48.49,
DOROHRP,Overhead replacement panel section - up to 12',Taxable,Yes,1,EA,317.68,317.68,
DOROHRP+,Overhead replacement panel section - up to 12' - High grade,Taxable,Yes,1,EA,347.37,347.37,
DOROHRP++,OH replacement panel section - up to 12' - Premium grade,Taxable,Yes,1,EA,445,445,
DOROHRP++>,OH replacement panel section - 13' to 18' - Premium grade,Taxable,Yes,1,EA,625,625,
DOROHRP+>,Overhead replacement panel section - 13' to 18' - High grade,Taxable,Yes,1,EA,500,500,
DOROHRP>,Overhead replacement panel section - 13' to 18',Taxable,Yes,1,EA,463.5,463.5,
DOROHRRL,Overhead door rollers - pair,Taxable,Yes,1,EA,9.1,9.1,
DOROHS10,"O.H. door & hdwre, 10' x 7' - softwood overlay",Taxable,Yes,1.000000439,EA,4558.548,"4,558.55",
DOROHS10>,"O.H. door & hdwre, 10' x 8' - softwood overlay",Taxable,Yes,1,EA,5281.48,"5,281.48",
DOROHS12,"O.H. door & hdwre, 12' x 7' - softwood overlay",Taxable,Yes,0.999999816,EA,5447.261,"5,447.26",
DOROHS12>,"O.H. door & hdwre, 12' x 8' - softwood overlay",Taxable,Yes,0.999999843,EA,6371.011,"6,371.01",
DOROHS16,"O.H. door & hdwre, 16' x 7' - softwood overlay",Taxable,Yes,0.999999839,EA,6222.421,"6,222.42",
DOROHS16>,"O.H. door & hdwre, 16' x 8' - softwood overlay",Taxable,Yes,0.99999955,EA,6669.023,"6,669.02",
DOROHS18,"O.H. door & hdwre, 18' x 7' - softwood overlay",Taxable,Yes,1.00000057,EA,7011.966,"7,011.97",
DOROHS18>,"O.H. door & hdwre, 18' x 8' - softwood overlay",Taxable,Yes,1.00000013,EA,7689.859,"7,689.86",
DOROHTRAK,Overhead door track,Taxable,Yes,1,LF,4.69,4.69,
DOROHWD,Square window for overhead garage door,Taxable,Yes,1,EA,37,37,
DOROHWD+,Decorative window for overhead garage door,Taxable,Yes,1,EA,55,55,
DORPDA,Pet door - thru door - automatic,Taxable,Yes,1,EA,289.99,289.99,
DORPDA>,Pet door - thru door - automatic - Large,Taxable,Yes,1.000005433,EA,368.148,368.15,
DORPDDF,Per door - thru door - double flap,Taxable,Yes,0.999978599,EA,93.452,93.45,
DORPDDF>,Pet door - thru door - double flap - Large,Taxable,Yes,0.999992637,EA,135.821,135.82,
DORPDSF,Pet door - thru door - single flap,Taxable,Yes,1,EA,57.39,57.39,
DORPDSF>,Pet door - thru door - single flap - Large,Taxable,Yes,1,EA,94.99,94.99,
DORPDWA,Pet door - thru wall - automatic,Taxable,Yes,0.999992333,EA,391.283,391.28,
DORPDWA>,Pet door - thru wall - automatic - Large,Taxable,Yes,1.000003419,EA,584.918,584.92,
DORPDWDF,Pet door - thru wall - double flap,Taxable,Yes,1,EA,241,241,
DORPDWDF>,Pet door - thru wall - double flap - Large,Taxable,Yes,0.999997012,EA,334.691,334.69,
DORPDWSF,Pet door - thru wall - single flap,Taxable,Yes,1,EA,199.99,199.99,
DORPDWSF>,Pet door - thru wall - single flap - Large,Taxable,Yes,1,EA,238.75,238.75,
DORPFD3,Door - Steel clad - pole frame - 3068,Taxable,Yes,1,EA,252.56,252.56,
DORPFD3L,Door - Steel clad - pole frame - 3068 - w/window,Taxable,Yes,1,EA,303.25,303.25,
DORPFD4,Door - Steel clad - pole frame - 4068,Taxable,Yes,1,EA,325,325,
DORPFDTR,Sliding door track - pole frame building,Taxable,Yes,394.4904446,LF,15,"5,917.36*",
DORPKTH,Pocket door hardware package,Taxable,Yes,4.999965316,EA,56.8,284,
DORPKTJMB,Pocket door jamb set - paint grade,Taxable,Yes,2.999957263,EA,24.98,74.94,
DORPKTJMB+,Hardwood jamb for a pocket door,Taxable,Yes,1.000008053,EA,33.64,33.64,
DORPNL,Interior door - colonial - pine/fir - prehung - avg. grade,Taxable,Yes,3.0000155,EA,304.434,913.31*,
DORPNL+,Interior door - clear-grade pine/cedar - paneled - pre-hung,Taxable,Yes,0.999996042,EA,433.844,433.84,
DORPNL+S,Interior door slab - paneled clear-grade pine/cedar,Taxable,Yes,0.999997193,EA,356.231,356.23,
DORPNL-,Interior door slab - paneled pine/fir - avg. grade,Taxable,Yes,3.999999233,EA,231.523,926.09,
DORPNLDH,Interior double door - paneled - softwood - pre-hung unit,Taxable,Yes,1.000000798,EA,613.18,613.18,
DORPNLX-,Exterior door - paneled - softwood - slab only,Taxable,Yes,0.999986892,EA,228.873,228.87,
DORQUCR,Quonset Bldg. - Canister door (14' x 14'),Taxable,Yes,1,EA,1124,"1,124.00",
DORQUMD,Quonset Bldg. - Entrance door frame kit,Taxable,Yes,1,EA,142,142,
DORQUSL,Quonset Bldg. - Sliding (bi-part) door (14' x 24'),Taxable,Yes,1,EA,1940,"1,940.00",
DORR10-10,"Roll-up door & hardware, 10' x 10' - 26 gauge",Taxable,Yes,1,EA,1348,"1,348.00",
DORR10-10+,"Roll-up door & hardware, 10' x 10' - 22 gauge",Taxable,Yes,1,EA,1550.2,"1,550.20",
DORR10-12,"Roll-up door & hardware, 10' x 12' - 26 gauge",Taxable,Yes,1,EA,1920,"1,920.00",
DORR10-12+,"Roll-up door & hardware, 10' x 12' - 22 gauge",Taxable,Yes,1,EA,2208,"2,208.00",
DORR10-14,"Roll-up door & hardware, 10' x 14' - 26 gauge",Taxable,Yes,0.999998523,EA,2031.343,"2,031.34",
DORR10-14+,"Roll-up door & hardware, 10' x 14' - 22 gauge",Taxable,Yes,0.999998288,EA,2336.044,"2,336.04",
DORR10-16,"Roll-up door & hardware, 10' x 16' - 26 gauge",Taxable,Yes,1,EA,2397.25,"2,397.25",
DORR10-16+,"Roll-up door & hardware, 10' x 16' - 22 gauge",Taxable,Yes,1,EA,2778.25,"2,778.25",
DORR10-18,"Roll-up door & hardware, 10' x 18' - 26 gauge",Taxable,Yes,1,EA,2637,"2,637.00",
DORR10-18+,"Roll-up door & hardware, 10' x 18' - 22 gauge",Taxable,Yes,1,EA,3032.55,"3,032.55",
DORR10-8,"Roll-up door & hardware, 10' x 8' - 26 gauge",Taxable,Yes,1,EA,1247,"1,247.00",
DORR10-8+,"Roll-up door & hardware, 10' x 8' - 22 gauge",Taxable,Yes,1,EA,1434.05,"1,434.05",
DORR12-10,"Roll-up door & hardware, 12' x 10' - 26 gauge",Taxable,Yes,1,EA,1756,"1,756.00",
DORR12-10+,"Roll-up door & hardware, 12' x 10' - 22 gauge",Taxable,Yes,1,EA,2019.4,"2,019.40",
DORR12-12,"Roll-up door & hardware, 12' x 12' - 26 gauge",Taxable,Yes,1,EA,2061,"2,061.00",
DORR12-12+,"Roll-up door & hardware, 12' x 12' - 22 gauge",Taxable,Yes,1,EA,2370.15,"2,370.15",
DORR12-14,"Roll-up door & hardware, 12' x 14' - 26 gauge",Taxable,Yes,1,EA,2269,"2,269.00",
DORR12-14+,"Roll-up door & hardware, 12' x 14' - 22 gauge",Taxable,Yes,1,EA,2609.35,"2,609.35",
DORR12-16,"Roll-up door & hardware, 12' x 16' - 26 gauge",Taxable,Yes,1,EA,2462,"2,462.00",
DORR12-16+,"Roll-up door & hardware, 12' x 16' - 22 gauge",Taxable,Yes,1,EA,2831.3,"2,831.30",
DORR12-18,"Roll-up door & hardware, 12' x 18' - 26 gauge",Taxable,Yes,1,EA,2695,"2,695.00",
DORR12-18+,"Roll-up door & hardware, 12' x 18' - 22 gauge",Taxable,Yes,1,EA,3099.25,"3,099.25",
DORR12-8,"Roll-up door & hardware, 12' x 8' - 26 gauge",Taxable,Yes,1,EA,1482,"1,482.00",
DORR12-8+,"Roll-up door & hardware, 12' x 8' - 22 gauge",Taxable,Yes,1,EA,1704.3,"1,704.30",
DORR14-10,"Roll-up door & hardware, 14' x 10' - 26 gauge",Taxable,Yes,1,EA,2120,"2,120.00",
DORR14-10+,"Roll-up door & hardware, 14' x 10' - 22 gauge",Taxable,Yes,1,EA,2438,"2,438.00",
DORR14-12,"Roll-up door & hardware, 14' x 12' - 26 gauge",Taxable,Yes,1,EA,2291.69,"2,291.69",
DORR14-12+,"Roll-up door & hardware, 14' x 12' - 22 gauge",Taxable,Yes,0.999998482,EA,2635.444,"2,635.44",
DORR14-14,"Roll-up door & hardware, 14' x 14' - 26 gauge",Taxable,Yes,1,EA,2540,"2,540.00",
DORR14-14+,"Roll-up door & hardware, 14' x 14' - 22 gauge",Taxable,Yes,1,EA,2921,"2,921.00",
DORR14-16,"Roll-up door & hardware, 14' x 16' - 26 gauge",Taxable,Yes,1,EA,2765,"2,765.00",
DORR14-16+,"Roll-up door & hardware, 14' x 16' - 22 gauge",Taxable,Yes,1,EA,3179.75,"3,179.75",
DORR14-18,"Roll-up door & hardware, 14' x 18' - 26 gauge",Taxable,Yes,1,EA,2900,"2,900.00",
DORR14-18+,"Roll-up door & hardware, 14' x 18' - 22 gauge",Taxable,Yes,1,EA,3335,"3,335.00",
DORR14-8,"Roll-up door & hardware, 14' x 8' - 26 gauge",Taxable,Yes,1,EA,1865,"1,865.00",
DORR14-8+,"Roll-up door & hardware, 14' x 8' - 22 gauge",Taxable,Yes,1,EA,2144.75,"2,144.75",
DORR4-8,"Roll-up door & hardware, 4' x 8' - 26 gauge",Taxable,Yes,1,EA,481,481,
DORR4-8+,"Roll-up door & hardware, 4' x 8' - 22 gauge",Taxable,Yes,1,EA,553.15,553.15,
DORR8-10,"Roll-up door & hardware, 8' x 10' - 26 gauge",Taxable,Yes,1,EA,1259.47,"1,259.47",
DORR8-10+,"Roll-up door & hardware, 8' x 10' - 22 gauge",Taxable,Yes,0.99999931,EA,1448.391,"1,448.39",
DORR8-12,"Roll-up door & hardware, 8' x 12' - 26 gauge",Taxable,Yes,1,EA,1489.41,"1,489.41",
DORR8-12+,"Roll-up door & hardware, 8' x 12' - 22 gauge",Taxable,Yes,0.999998832,EA,1712.822,"1,712.82",
DORR8-14,"Roll-up door & hardware, 8' x 14' - 26 gauge",Taxable,Yes,1,EA,1773.56,"1,773.56",
DORR8-14+,"Roll-up door & hardware, 8' x 14' - 22 gauge",Taxable,Yes,0.999998039,EA,2039.594,"2,039.59",
DORR8-8,"Roll-up door & hardware, 8' x 8' - 26 gauge",Taxable,Yes,1,EA,941,941,
DORR8-8+,"Roll-up door & hardware, 8' x 8' - 22 gauge",Taxable,Yes,1,EA,1082.15,"1,082.15",
DORREV,Reverse angle track for overhead door,Taxable,Yes,1,EA,113,113,
DORS10-10,"Sectional overhead door, 10' x 10'",Taxable,Yes,1,EA,873,873,
DORS10-10I,"Sectional overhead door, 10' x 10' - insulated",Taxable,Yes,1,EA,1170,"1,170.00",
DORS10-12,"Sectional overhead door, 10' x 12'",Taxable,Yes,1,EA,1020,"1,020.00",
DORS10-12I,"Sectional overhead door, 10' x 12' - insulated",Taxable,Yes,1,EA,1391,"1,391.00",
DORS10-14,"Sectional overhead door, 10' x 14'",Taxable,Yes,1,EA,1280,"1,280.00",
DORS10-14I,"Sectional overhead door, 10' x 14' - insulated",Taxable,Yes,1,EA,1750.72,"1,750.72",
DORS10-16,"Sectional overhead door, 10' x 16'",Taxable,Yes,1,EA,1542.68,"1,542.68",
DORS10-16I,"Sectional overhead door, 10' x 16' - insulated",Taxable,Yes,1,EA,2051.21,"2,051.21",
DORS12-10,"Sectional overhead door, 12' x 10'",Taxable,Yes,1,EA,949,949,
DORS12-10I,"Sectional overhead door, 12' x 10' - insulated",Taxable,Yes,1,EA,1280,"1,280.00",
DORS12-12,"Sectional overhead door, 12' x 12'",Taxable,Yes,1,EA,1166,"1,166.00",
DORS12-12I,"Sectional overhead door, 12' x 12' - insulated",Taxable,Yes,1,EA,1568,"1,568.00",
DORS12-14,"Sectional overhead door, 12' x 14'",Taxable,Yes,1,EA,1362,"1,362.00",
